JLA_name,OSC_name,Aliases,Host,OSC_RA,OSC_DEC,Host_RA,Host_DEC,global_u,global_g,global_r,global_i,global_z,global_u_err,global_g_err,global_r_err,global_i_err,global_z_err,SDSS_RA,SDSS_DEC,Flag,ZPEG_StMass,ZPEG_(Msol/an),ZPEG_Chi2/(nobs_tot-3),ZPEG_redshift,ZPEG_Age(Myr),Unnamed: 0,zcmb,zhel,dz,mb,dmb,x1,dx1,color,dcolor,3rdvar,d3rdvar,tmax,dtmax,cov_m_s,cov_m_c,cov_s_c,set,ra,dec,biascor
SDSS6057,SN2005if,"SN2005if, SDSS-II SN 6057",SDSS J33012.88-005828.1,"03:30:12.888,03:30:12.9,03:30:12.864,03:30:12.84,03:30:12.87,03:30:12.871","-00:58:28.17,-00:58:28,-00:58:28.56,-00:58:28.488,-00:58:28.812,-00:58:28.5096,-00:58:28.83,-00:58:28.5,-00:58:28.49","03:30:12.888,03:30:12.886,03:30:12,03:30:12.00","-00:58:28.2,-00:58:28.167,-00:58:28.1064,-00:58:28,-00:58:28.0",18.97591,17.74664,17.21374,16.83126,16.60227,0.05031517,0.008202408,0.007192878,0.007736492,0.02175507,52.55372953,-0.974444496,OSC Host,0,0.0,16.7,0.0,11000.0,258.0,0.06651,0.06707,0.0,18.639629,0.112612,-0.420885,0.107591,0.108184,0.024844,9.944,0.075,53663.607675,0.100872,0.000458,0.000525,-4e-06,2.0,52.553604,-0.974586,-0.000704
SDSS6108,SN2005ih,"SN2005ih, SDSS-II SN 6108",SDSS J00713.57+002056.7,"00:07:13.58,00:07:13.6,00:07:13.577,00:07:13.584,00:07:13.5768,00:07:13.579","+00:20:56.3,+00:20:56,+00:20:56.33,+00:20:56.346,+00:20:56.029,+00:20:56.29","00:07:13.5696,00:07:13,00:07:13.00","+00:20:56.7888,+00:20:56,+00:20:56.0",23.33939,22.51616,22.70531,22.25908,21.92211,0.6210844,0.1406882,0.268196,0.2580329,0.7356448,1.806627775,0.34898647,OSC Host,1.04E+10,8.5636243,1.04,1.0,3000.0,454.0,0.258,0.2595,0.0,21.525113,0.117106,0.45467,0.633542,0.03553,0.043116,9.208,0.412,53675.19816,0.614429,0.012704,0.001159,0.007584,2.0,1.806597,0.348985,-0.000435
SDSS6137,SN2005iv,"SN2005iv, SDSS-II SN 6137",A203144+0014,"20:31:44.68,20:31:44.7,20:31:44.64,20:31:44.67,20:31:44.671","+00:14:41.1,+00:14:41,+00:14:41.03,+00:14:41.125,+00:14:41.01,+00:14:41.10","20:31:44,20:31:44.00","+00:14:41,+00:14:41.0",24.49083,22.21932,21.56584,21.53636,21.62203,1.208294,0.1003192,0.0812823,0.1019994,0.4599212,307.9370579,0.244086382,OSC SN,1.63E+09,0.3595226,2.46,0.2,10000.0,156.0,0.29888,0.3001,0.0,21.522329,0.124118,0.359245,0.712788,-0.150995,0.051156,5.0,10.0,53669.534253,1.077294,0.017098,0.001582,0.005317,2.0,-52.063877,0.244757,-0.000157
SDSS6192,SN2005jy,"SN2005jy, SDSS-II SN 6192",SDSS J31351.64+011526.2,"23:13:51.60,23:13:51.6,23:13:51.600","+01:15:25.2,+01:15:25,+01:15:25.164,+01:15:24.804,+01:15:25.20","23:13:51.6,23:13:51,23:13:51.00","+01:15:26.28,+01:15:25,+01:15:25.0",22.34622,21.44663,20.97152,20.73527,20.19892,0.6428366,0.1065331,0.1221208,0.1480805,0.330506,348.4652719,1.257255608,OSC Host,0,0.0,0.182,0.0,10000.0,31.0,0.27044,0.272,0.0,21.678524,0.118685,-1.94823,0.770704,-0.061742,0.048034,9.611,0.567,53672.820776,0.521548,0.018029,0.001103,0.008641,2.0,-11.535005,1.256988,-0.000335
SDSS6196,SN2005ig,"SN2005ig, SDSS-II SN 6196",SDSS J23031.48-003008.6,"22:30:31.47,22:30:31.5,22:30:31.44,22:30:31.48,22:30:31.481","-00:30:09.5,-00:30:10,-00:30:09.576,-00:30:10.044,-00:30:09.5832,-00:30:10.0548,-00:30:09.6,-00:30:09.61","22:30:31.44,22:30:31,22:30:31.00","-00:30:08.6508,-00:30:09,-00:30:09.0",24.73134,20.91489,19.3142,18.71458,18.31563,2.410379,0.05594968,0.02092153,0.01790707,0.04041293,337.6312168,-0.502397138,OSC Host,2.55E+11,0.0,1.84,0.4,6000.0,63.0,0.27916,0.2807,0.0,21.551471,0.11948,-1.51965,0.540099,-0.017038,0.04576,11.251,0.1655,53669.469041,0.518463,0.013416,0.00138,0.006374,2.0,-22.368843,-0.502662,-0.000272
SDSS6249,SN2005ii,"SN2005ii, SDSS-II SN 6249",SDSS J01303.75-003712.9,"00:13:03.73,00:13:03.7,00:13:03.732,00:13:03.7128,00:13:03.730","-00:37:12.4,-00:37:12,-00:37:12.432,-00:37:12.684,-00:37:12.4248,-00:37:12.6912,-00:37:12.5,-00:37:12.50","00:13:03.7536,00:13:03,00:13:03.00","-00:37:12.9108,-00:37:12,-00:37:12.0",21.49779,21.13263,20.25826,20.08891,19.78655,0.2013015,0.06593329,0.04359182,0.05773016,0.1627857,3.265663203,-0.620262577,OSC Host,2.54E+10,7.0594906,1.18,0.4,8000.0,446.0,0.29287,0.2944,0.0,21.783514,0.119196,0.575567,0.658029,0.03144,0.046484,9.603,0.443,53675.380382,0.650547,0.017385,0.001234,0.007323,2.0,3.265553,-0.620118,-0.000188
SDSS6304,SN2005jk,"SN2005jk, SDSS-II SN 6304",SDSS J14559.74+011144.4,"01:45:59.736,01:45:59.4,01:45:59.424,01:45:59.43,01:45:59.429","+01:11:44.63,+01:11:45,+01:11:45.456,+01:11:45.204,+01:11:45.42,+01:11:45.4,+01:11:45.38","01:45:59.740,01:45:59.736,01:45:59,01:45:59.00","+01:11:44.626,+01:11:44.484,+01:11:45,+01:11:45.0",21.19883,19.45479,18.69828,18.28638,17.99503,0.2379386,0.02122897,0.01683599,0.01821294,0.05135746,26.49896838,1.195712475,OSC Host,0,0.0,0.737,0.0,12000.0,348.0,0.18965,0.1908,0.0,20.949871,0.113593,-0.53757,0.37678,0.068414,0.028831,10.377,0.1165,53673.088737,0.270573,0.004936,0.00072,0.002593,2.0,26.497623,1.195954,-0.001019
SDSS6315,SN2005ix,"SN2005ix, SDSS-II SN 6315",SDSS J04155.82+010530.7,"20:41:55.88,20:41:55.9,20:41:55.92,20:41:55.879","+01:05:31.3,+01:05:31,+01:05:31.2,+01:05:30.876,+01:05:31.20","20:41:55.92,20:41:55,20:41:55.00","+01:05:30.768,+01:05:31,+01:05:31.0",25.91149,23.1537,21.9023,21.98788,20.77724,1.039372,0.4277635,0.1438733,0.2176167,0.2717215,310.4826354,1.091886581,OSC Host,1.04E+09,0.0,3.21,0.1,11000.0,150.0,0.26576,0.267,0.0,20.925675,0.114629,-0.091383,0.362529,-0.194032,0.03719,9.785,0.43,53676.663645,0.331849,0.004723,0.000761,0.00159,2.0,-49.517178,1.091998,-0.000372
SDSS6406,SN2005ij,"SN2005ij, SDSS-II SN 6406",SDSS J30421.25-010347.1,"03:04:21.264,03:04:21.3,03:04:21.26,03:04:21.259","-01:03:46.87,-01:03:47,-01:03:46.44,-01:03:46.656,-01:03:46.836,-01:03:46.6,-01:03:46.58","03:04:21.264,03:04:21.266,03:04:21,03:04:21.00","-01:03:47.16,-01:03:46.889,-01:03:46,-01:03:46.0",20.27929,18.68452,17.93777,17.50897,17.25935,0.1043179,0.01382056,0.01055691,0.01042295,0.02759259,46.08859947,-1.063091321,OSC Host,0,0.0,8.14,0.0,12000.0,276.0,0.12376,0.12449,0.0,19.60877,0.111795,0.118662,0.130092,-0.003543,0.02163,10.528,0.124,53674.772048,0.104774,0.000789,0.00047,0.000513,2.0,46.088615,-1.06296,-0.001232
SDSS6422,SN2005id,"SN2005id, SDSS-II SN 6422",SDSS J31633.32-003948.4,"23:16:33.360,23:16:33.3,23:16:33.36,23:16:33.32,23:16:33.319","-00:39:48.13,-00:39:48,-00:39:47.592,-00:39:47.736,-00:39:47.6064,-00:39:47.7252,-00:39:47.5,-00:39:47.48","23:16:33.318,23:16:33.36,23:16:33,23:16:33.00","-00:39:48.132,-00:39:48.4848,-00:39:47,-00:39:47.0",21.3307,21.17597,20.39257,20.24712,19.7604,0.3268858,0.09485893,0.06936567,0.08637401,0.2202179,349.138877,-0.663454369,OSC Host,1.48E+10,4.9686501,1.0,0.4,7000.0,29.0,0.18255,0.184,0.0,20.273166,0.112208,0.809261,0.210841,-0.105454,0.023744,9.398,0.266,53667.978174,0.258216,0.001223,0.000501,0.000354,2.0,-10.861195,-0.663224,-0.001069
SDSS6649,SN2005jd,"SN2005jd, SDSS-II SN 6649",A021706+0032,"02:17:06.21,02:17:06.2,02:17:06.216,02:17:06.192,02:17:06.20,02:17:06.199","+00:32:05.3,+00:32:05,+00:32:05.424,+00:32:04.956,+00:32:05.3916,+00:32:04.9704,+00:32:05.4,+00:32:05.39","02:17:06,02:17:06.00","+00:32:05,+00:32:05.0",23.07572,23.05133,22.51807,21.63879,21.31657,0.4664802,0.2232734,0.1802542,0.1376882,0.3622469,34.2762791,0.535631258,OSC Host,6.60E+10,11.675764,0.21,0.8,6000.0,320.0,0.31288,0.314,0.0,21.594837,0.118305,0.720911,0.598824,-0.088234,0.044329,8.394,0.476,53677.807923,0.59957,0.015292,0.000898,0.005402,2.0,34.27586,0.534831,-0.000105
SDSS6699,SN2005ik,"SN2005ik, SDSS-II SN 6699",SDSS J13115.62-010326.3,"21:31:15.60,21:31:15.6,21:31:15.600","-01:03:25.2,-01:03:25,-01:03:25.164,-01:03:25.452,-01:03:25.20","21:31:15.6,21:31:15,21:31:15.00","-01:03:26.352,-01:03:25,-01:03:25.0",24.07917,21.92818,20.67934,20.11873,19.90426,1.34808,0.1053036,0.05522235,0.04819394,0.1503607,322.8151625,-1.057263218,OSC Host,1.93E+10,0.0,0.436,0.2,10000.0,122.0,0.30915,0.3106,0.0,21.797035,0.122358,-0.673205,0.833007,-0.139232,0.048378,10.734,0.4785,53675.414418,0.576672,0.02982,0.000985,0.009638,2.0,-37.185024,-1.056985,-0.000116
SDSS6780,SN2005iz,"SN2005iz, SDSS-II SN 6780",SDSS J15216.25+001611.4,"21:52:16.560,21:52:16.5,21:52:16.56,21:52:16.47,21:52:16.469","+00:16:01.48,+00:16:01,+00:16:01.488,+00:16:01.128,+00:16:01.4232,+00:16:01.1352,+00:16:01.5,+00:16:01.49","21:52:16.472,21:52:16.32,21:52:16,21:52:16.00","+00:16:01.483,+00:16:11.496,+00:16:01,+00:16:01.0",24.75012,25.40534,22.72289,23.58208,22.11525,1.39749,0.6895482,0.3006221,0.82249,1.008442,328.0675102,0.267837717,OSC Host,5.83E+09,0.0,1.8,0.4,6000.0,105.0,0.20061,0.202,0.0,20.954698,0.120729,-1.767055,0.372534,-0.030617,0.04285,11.17,0.2215,53665.563187,0.398885,0.009651,0.001627,0.00404,2.0,-31.931389,0.267062,-0.000935
SDSS6924,SN2005ja,"SN2005ja, SDSS-II SN 6924",A235552+0052,"23:55:52.64,23:55:52.6,23:55:52.56,23:55:52.639","+00:52:37.1,+00:52:37,+00:52:37.13,+00:52:37.078,+00:52:36.674,+00:52:37.2,+00:52:37.20","23:55:52,23:55:52.00","+00:52:37,+00:52:37.0",20.7514,24.13105,23.60189,24.27224,21.76441,0.1310663,0.9379513,0.858511,1.537643,0.8648188,358.9654248,0.876633089,OSC Host,7.97E+09,6.6498647,25.0,1.0,3000.0,5.0,0.3264,0.328,0.0,21.644769,0.11903,0.908728,0.762098,-0.07304,0.042455,10.755,0.361,53674.587947,0.652336,0.022352,0.000878,0.007706,2.0,-1.030669,0.876966,-8.3e-05
SDSS6933,SN2005jc,"SN2005jc, SDSS-II SN 6933",A004524+0104,"00:45:24.41,00:45:24.4,00:45:24.408,00:45:24.410","+01:04:32.1,+01:04:32,+01:04:32.088,+01:04:31.692,+01:04:32.09","00:45:24.413,00:45:24,00:45:24.00","+01:04:32.017,+01:04:32,+01:04:32.0",26.2878,25.49772,25.62995,23.06251,20.58689,0.547717,0.7078525,0.6489235,0.5394118,0.2151404,11.35254402,1.076149959,OSC Host,1.48E+10,0.0,9.74,0.8,5000.0,408.0,0.21163,0.213,0.0,20.83092,0.114069,0.076743,0.234763,-0.019791,0.032398,8.975,0.866,53679.850667,0.231599,0.002493,0.0008,0.000996,2.0,11.351705,1.075577,-0.000843
SDSS6936,SN2005jl,"SN2005jl, SDSS-II SN 6936",SDSS J13256.13-004200.2,"21:32:56.160,21:32:56.1,21:32:56.16,21:32:56.12,21:32:56.119","-00:42:00.21,-00:41:59,-00:41:59.208,-00:41:59.496,-00:41:59.2116,-00:41:59.5032,-00:41:59.2,-00:41:59.21","21:32:56.16,21:32:56,21:32:56.00","-00:42:00.2052,-00:41:59,-00:41:59.0",21.39094,20.09307,19.3805,19.02678,18.79605,0.2903583,0.03650067,0.02929338,0.0296533,0.1000212,323.2338726,-0.69997949,OSC Host,8.45E+09,0.32941528,0.487,0.1,11000.0,121.0,0.17969,0.181,0.0,20.567027,0.113497,0.027587,0.307512,-0.021299,0.028689,10.365,0.2415,53680.61937,0.313307,0.002734,0.000665,0.001552,2.0,-36.76619,-0.699781,-0.001088
SDSS7143,SN2005jg,"SN2005jg, SDSS-II SN 7143",SDSS J30102.95-001224.8,"23:01:02.97,23:01:03.0,23:01:02.88,23:01:02.969","-00:12:26.7,-00:12:27,-00:12:26.532,-00:12:26.856,-00:12:26.5212,-00:12:26.8596,-00:12:26.5,-00:12:26.50","23:01:02.88,23:01:02,23:01:02.00","-00:12:24.8148,-00:12:26,-00:12:26.0",23.51193,21.26257,20.27668,19.95558,20.57808,1.658424,0.09661804,0.06229693,0.06061771,0.4259692,345.2624252,-0.206908836,OSC Host,4.17E+10,10.009287,4.0,0.4,8000.0,39.0,0.3024,0.304,0.0,22.0549,0.118973,-0.477103,0.601368,0.011421,0.044087,10.494,0.306,53677.792899,0.57709,0.01383,0.001006,0.005469,2.0,-14.73764,-0.207367,-0.000141
SDSS7147,SN2005jh,"SN2005jh, 2MASS J23200446-0003202, SDSS-II SN 7147",SDSS J32004.44-000320.1,"23:20:04.47,23:20:04.5,23:20:04.32,23:20:04.43,23:20:04.430","-00:03:20.2,-00:03:20,-00:03:19.728,-00:03:20.052,-00:03:19.6056,-00:03:20.0448,-00:03:19.7,-00:03:19.69","23:20:04.438,23:20:04.56,23:20:04,23:20:04.00","-00:03:20.098,-00:03:20.1683,-00:03:19,-00:03:19.0",20.72864,19.10365,18.11681,17.66477,17.25991,0.1004511,0.0129458,0.008933298,0.008493949,0.02278436,350.0185434,-0.055607836,OSC Host,4.14E+10,0.0,14.7,0.1,11000.0,25.0,0.10924,0.1106,0.0,19.47415,0.112096,-1.914343,0.157266,-0.094807,0.023847,10.31,0.0225,53679.670308,0.136458,0.00039,0.000482,0.000279,2.0,-9.981533,-0.055446,-0.001176
SDSS722,SN2005ed,"SN2005ed, SDSS-II SN 722",SDSS J00249.43+004506.7,"00:02:49.36,00:02:49.4,00:02:49.37,00:02:49.369,00:02:49.370","+00:45:04.8,+00:45:05,+00:45:04.572,+00:45:04.4424,+00:45:04.1868,+00:45:04.3,+00:45:04.28","00:02:49.4316,00:02:49,00:02:49.00","+00:45:06.714,+00:45:04,+00:45:04.0",19.18377,17.34708,16.37569,15.99579,15.61092,0.06806016,0.00755832,0.005003344,0.005085261,0.01070707,0.705975955,0.75186842,OSC Host,1.87E+11,0.0,21.4,0.1,10000.0,457.0,0.08522,0.08652,0.0,18.716573,0.128423,-0.471485,0.186235,-0.087112,0.034741,10.83,0.082,53610.851055,0.626358,0.004337,0.002041,0.001662,2.0,0.705703,0.751234,-0.000973
SDSS7243,SN2005jm,"SN2005jm, SDSS-II SN 7243",SDSS J15219.02+002818.9,"21:52:18.960,21:52:19.0,21:52:18.96,21:52:18.98,21:52:18.979","+00:28:18.90,+00:28:19,+00:28:18.95,+00:28:18.7,+00:28:18.714,+00:28:18.9,+00:28:18.91","21:52:19.006,21:52:18.96,21:52:18,21:52:18.00","+00:28:18.899,+00:28:18.9048,+00:28:18,+00:28:18.0",22.83421,22.02584,21.14637,21.55778,20.47491,0.6902919,0.1343014,0.1074589,0.2624155,0.3484358,328.0794368,0.471821689,OSC Host,5.23E+09,2.1000313,3.23,0.4,6000.0,104.0,0.20231,0.2037,0.0,20.782139,0.117808,0.722312,0.380665,-0.020602,0.039008,8.835,0.3905,53686.287735,0.324176,0.00868,0.001123,0.003099,2.0,-31.920916,0.47193,-0.000922
SDSS744,SN2005ei,"SN2005ei, SDSS-II SN 744",SDSS J15647.64+001901.3,"21:56:47.65,21:56:47.7,21:56:47.76,21:56:47.52,21:56:47.64,21:56:47.640","+00:19:03.0,+00:19:03,+00:19:02.9928,+00:19:02.6112,+00:19:03.00","21:56:47.76,21:56:47,21:56:47.00","+00:19:01.38,+00:19:03,+00:19:03.0",22.163,20.26009,19.12197,18.60349,18.39577,1.065053,0.09395967,0.03396675,0.02341589,0.07738671,329.1985278,0.317137951,OSC Host,6.16E+10,0.0,0.806,0.2,8000.0,94.0,0.12649,0.1278,0.0,19.808548,0.118731,1.401317,0.317076,0.071402,0.032365,10.155,0.097,53612.859169,0.783337,-0.000793,0.001252,0.000581,2.0,-30.80151,0.317498,-0.001237
SDSS7473,SN2005ji,"SN2005ji, SDSS-II SN 7473",SDSS J01718.33-001526.2,"00:17:18.34,00:17:18.3,00:17:18.338,00:17:18.307,00:17:18.3384,00:17:18.3072,00:17:18.341","-00:15:26.1,-00:15:26,-00:15:26.136,-00:15:26.496,-00:15:26.19,-00:15:26.4996,-00:15:26.10","00:17:18.338,00:17:18.3384,00:17:18,00:17:18.00","-00:15:26.143,-00:15:26.226,-00:15:26,-00:15:26.0",23.38898,23.73817,23.11305,23.24414,21.89555,0.4423248,0.2993205,0.2345424,0.3447049,0.4037071,4.32643708,-0.257280085,OSC Host,1.86E+10,10.481386,1.36,1.0,3000.0,441.0,0.21457,0.216,0.0,20.88535,0.114262,-0.182983,0.278254,-0.098014,0.033065,8.474,0.5535,53679.550123,0.247455,0.003131,0.000812,0.001199,2.0,4.326408,-0.257275,-0.000818
SDSS7475,SN2005jn,"SN2005jn, SDSS-II SN 7475",A001900-0016,"00:19:00.84,00:19:00.8,00:19:00.8352,00:19:00.8112,00:19:00.83,00:19:00.830","-00:16:53.3,-00:16:53,-00:16:53.364,-00:16:53.616,-00:16:53.3568,-00:16:53.4,-00:16:53.40","00:19:00,00:19:00.00","-00:16:53,-00:16:53.0",24.23324,22.89147,24.04209,22.68903,22.03934,1.009986,0.2079297,0.6771827,0.3412394,0.6785216,4.754022223,-0.282064533,OSC SN,7.90E+09,4.9093264,2.42,1.0,4000.0,440.0,0.32045,0.322,0.0,21.537605,0.117246,0.6771,0.578872,-0.169811,0.040338,8.949,1.337,53676.477918,0.548064,0.013433,0.000757,0.004801,2.0,4.753476,-0.281488,-8.9e-05
SDSS7512,SN2005jo,"SN2005jo, SDSS-II SN 7512",A032821-0019,"03:28:21.68,03:28:21.7,03:28:21.672,03:28:21.648,03:28:21.679","-00:19:34.1,-00:19:34,-00:19:33.924,-00:19:34.212,-00:19:33.9384,-00:19:34.2048,-00:19:33.9,-00:19:33.89","03:28:21.688,03:28:21,03:28:21.00","-00:19:34.093,-00:19:33,-00:19:33.0",24.30335,24.17372,23.14442,23.92656,22.25483,0.632261,0.3641929,0.2296507,0.4479854,0.4268845,52.0904588,-0.32612773,OSC Host,4.32E+08,0.14549697,2.5,0.3,7000.0,261.0,0.21835,0.219,0.0,21.098936,0.116348,0.501492,0.366635,-0.002655,0.03718,9.888,0.1065,53682.534455,0.353029,0.006692,0.001003,0.002166,2.0,52.090313,-0.326094,-0.000785
SDSS762,SN2005eg,"SN2005eg, SDSS-II SN 762",SDSS J10208.65-005246.7,"01:02:08.49,01:02:08.5,01:02:08.472,01:02:08.448,01:02:08.50,01:02:08.501","-00:52:44.5,-00:52:45,-00:52:44.364,-00:52:44.652,-00:52:44.3316,-00:52:44.6484,-00:52:44.4,-00:52:44.40","01:02:08.650,01:02:08.664,01:02:08,01:02:08.00","-00:52:46.766,-00:52:46.7544,-00:52:44,-00:52:44.0",20.9205,18.89084,17.86922,17.39642,17.08768,0.1905598,0.01610715,0.009535895,0.009198802,0.02397165,15.53603669,-0.879654758,OSC Host,5.20E+10,0.0,20.2,0.1,11000.0,392.0,0.1901,0.1914,0.0,20.632628,0.114249,1.125919,0.267088,-0.038817,0.030249,10.957,0.0825,53625.149252,0.28281,0.003804,0.000746,0.000707,2.0,15.535334,-0.878981,-0.001016
SDSS7779,SN2005jw,"SN2005jw, SDSS-II SN 7779",SDSS J04019.15-000022.8,"20:40:19.25,20:40:19.2,20:40:19.250","-00:00:25.9,-00:00:26,-00:00:25.812,-00:00:26.028,-00:00:25.8408,-00:00:26.0352,-00:00:25.8,-00:00:25.81","20:40:19.2,20:40:19,20:40:19.00","-00:00:22.8639,-00:00:25,-00:00:25.0",24.73245,22.29444,20.69344,19.81003,19.21879,1.475128,0.1584161,0.05269512,0.03507901,0.08029129,310.0798327,-0.00635476,OSC Host,2.58E+11,0.0,0.957,0.5,8000.0,151.0,0.37986,0.3812,0.0,21.922589,0.118539,1.316854,0.633038,-0.10254,0.042774,11.183,0.27,53675.693009,0.59958,0.016609,0.000672,0.00646,2.0,-49.919785,-0.007178,-0.000367
SDSS8046,SN2005ju,"SN2005ju, SDSS-II SN 8046",SDSS J23628.25+003042.6,"02:36:28.04,02:36:28.0,02:36:28.032,02:36:28.008,02:36:28.039","+00:30:40.6,+00:30:41,+00:30:40.54,+00:30:40.25,+00:30:40.583,+00:30:40.244,+00:30:40.61","02:36:28.248,02:36:28,02:36:28.00","+00:30:42.6348,+00:30:40,+00:30:40.0",21.20963,19.735,18.35446,17.80907,17.4946,0.1784931,0.02554304,0.01170074,0.01116207,0.02963696,39.1177374,0.511850112,OSC Host,3.16E+11,0.0,6.97,0.3,7000.0,292.0,0.25833,0.2593,0.0,21.619985,0.119891,0.243598,0.475086,0.040716,0.04708,11.196,0.1065,53683.335557,0.465174,0.011518,0.001177,0.003909,2.0,39.116806,0.511273,-0.000432
SDSS8213,SN2005ko,"SN2005ko, SDSS-II SN 8213",SDSS J35005.06-005517.4,"23:50:05.03,23:50:05.0,23:50:05.04,23:50:05.02,23:50:05.021","-00:55:17.1,-00:55:17,-00:55:17.004,-00:55:17.328,-00:55:16.9644,-00:55:17.0,-00:55:17.00","23:50:05.054,23:50:05.04,23:50:05,23:50:05.00","-00:55:17.245,-00:55:17.5008,-00:55:17,-00:55:17.0",22.52582,21.69309,20.4151,19.75959,19.33205,0.4248451,0.107504,0.04518213,0.04026694,0.1084731,357.5210888,-0.92152777,OSC Host,6.31E+10,0.0,2.36,0.3,9000.0,10.0,0.18327,0.1847,0.0,21.108509,0.117564,-0.656771,0.327805,0.160219,0.037567,10.339,0.2245,53683.728664,0.291701,0.006098,0.001149,0.002449,2.0,-2.479074,-0.921379,-0.001064
SDSS8495,SN2005mi,"SN2005mi, 2MASS J22210264-0044544, SDSS-II SN 8495",SDSS J22102.64-004454.2,"22:21:02.64,22:21:02.6,22:21:02.65,22:21:02.650","-00:44:54.5,-00:44:54,-00:44:53.376,-00:44:53.52,-00:44:53.3724,-00:44:53.4,-00:44:53.41","22:21:02.644,22:21:02.64,22:21:02,22:21:02.00","-00:44:54.256,-00:44:54.24,-00:44:53,-00:44:53.0",20.64796,19.50236,18.52403,18.08621,17.75646,0.1306604,0.02176139,0.01366504,0.0137125,0.03649854,335.2610457,-0.748414192,OSC Host,2.83E+10,0.0,8.52,0.1,11000.0,70.0,0.21295,0.2144,0.0,20.819745,0.121443,0.751948,0.462652,-0.023337,0.041456,10.732,0.2085,53689.901466,0.345115,0.016881,0.00159,0.006845,2.0,-24.738964,-0.748159,-0.000832
SDSS8719,SN2005kp,"SN2005kp, SDSS-II SN 8719",SDSS J03053.26-004307.0,"00:30:53.153,00:30:53.1,00:30:53.155,00:30:53.138,00:30:53.1552,00:30:53.1384,00:30:53.16,00:30:53.160","-00:43:07.77,-00:43:08,-00:43:07.824,-00:43:08.148,-00:43:07.8528,-00:43:08.1372,-00:43:07.8,-00:43:07.79","00:30:53.153,00:30:53.2608,00:30:53,00:30:53.00","-00:43:07.773,-00:43:07.0716,-00:43:07,-00:43:07.0",20.7847,20.12561,19.75713,19.4241,19.42116,0.1109457,0.03223072,0.03532314,0.03791657,0.1191736,7.721919198,-0.718633652,OSC Host,2.28E+09,0.5482656,4.35,0.1,9000.0,425.0,0.11651,0.1178,0.0,19.419454,0.113022,-0.020801,0.160846,-0.066413,0.023433,9.011,0.077,53690.033602,0.105514,0.00255,0.000592,0.001147,2.0,7.721481,-0.718848,-0.00121
SDSS9032,SN2005le,"SN2005le, SDSS-II SN 9032",SDSS J23132.24-002937.1,"22:31:32.29,22:31:32.3,22:31:32.4,22:31:32.290","-00:29:36.8,-00:29:37,-00:29:36.852,-00:29:37.14,-00:29:36.8772,-00:29:37.1544,-00:29:36.82","22:31:32.16,22:31:32,22:31:32.00","-00:29:37.1508,-00:29:36,-00:29:36.0",25.56149,22.34369,21.87486,22.64477,21.09822,1.166766,0.1790022,0.1645371,0.5068621,0.5102633,337.8844282,-0.493644391,OSC Host,0,0.0,5.52,0.0,10000.0,60.0,0.25249,0.254,0.0,21.349051,0.126796,0.872317,0.593678,0.015949,0.051057,8.58,0.2905,53688.941038,0.492807,0.025657,0.001987,0.00892,2.0,-22.115431,-0.493577,-0.000481
SDSS9457,SN2005li,"SN2005li, SDSS-II SN 9457",SDSS J22315.51+001513.3,"22:23:15.45,22:23:15.5,22:23:15.36,22:23:15.449","+00:15:11.0,+00:15:11,+00:15:10.94,+00:15:10.93,+00:15:10.598,+00:15:10.9,+00:15:10.91","22:23:15.6,22:23:15,22:23:15.00","+00:15:13.302,+00:15:10,+00:15:10.0",22.13693,20.69474,19.28145,18.68329,18.25125,0.4204171,0.04541001,0.02125491,0.01905366,0.05505386,335.8146165,0.25368076,OSC Host,1.73E+11,0.0,2.44,0.3,9000.0,69.0,0.25539,0.2569,0.0,21.432154,0.130119,-0.361202,0.567166,-0.021164,0.058401,10.864,0.2265,53688.822633,0.516595,0.025345,0.002448,0.009877,2.0,-24.185642,0.253036,-0.000457
SDSS9467,SN2005lh,"SN2005lh, SDSS-II SN 9467",SDSS J15548.23+011052.6,"21:55:48.33,21:55:48.3,21:55:48.24,21:55:48.34,21:55:48.341","+01:10:51.0,+01:10:51,+01:10:50.844,+01:10:50.556,+01:10:50.9,+01:10:50.92","21:55:48.223,21:55:48.24,21:55:48,21:55:48.00","+01:10:52.743,+01:10:52.68,+01:10:50,+01:10:50.0",24.2791,19.83437,22.28204,24.36166,18.20391,1.493334,0.02098759,0.1890655,1.264947,0.03285855,328.9510706,1.181283691,OSC Host,5.65E+10,47.114356,1130.0,1.0,3000.0,96.0,0.21698,0.2184,0.0,21.069215,0.124622,-1.395764,0.3695,-0.141924,0.055821,11.817,0.521,53688.824168,0.335817,0.012891,0.001887,0.005253,2.0,-31.048607,1.180792,-0.000797
sn1992p,SN1992P,SN1992P,IC 3690,"12:42:48.93,12:42:48.95,12:42:48.950","+10:21:36.2,+10:21:37.5,+10:21:37.51","12:42:49,12:42:49.24","+10:21:27,+10:21:26.9",16.79283,15.23687,14.44686,14.02824,13.69638,0.01372736,0.002716529,0.002433514,0.002366669,0.004554367,190.7049727,10.35746271,OSC Host,0,0.0,201.0,0.0,12000.0,198.0,0.027637,0.025401,0.0,16.067616,0.144083,0.743997,0.39397,-0.093472,0.043337,10.389,0.1045,48718.557879,0.558832,-0.002588,0.001247,-0.003043,3.0,190.703864,10.360068,-0.009889
