JLA_name,OSC_name,Aliases,Host,OSC_RA,OSC_DEC,Host_RA,Host_DEC,global_u,global_g,global_r,global_i,global_z,global_u_err,global_g_err,global_r_err,global_i_err,global_z_err,SDSS_RA,SDSS_DEC,Flag,ZPEG_StMass,ZPEG_(Msol/an),ZPEG_Chi2/(nobs_tot-3),ZPEG_redshift,ZPEG_Age(Myr),Unnamed: 0,zcmb,zhel,dz,mb,dmb,x1,dx1,color,dcolor,3rdvar,d3rdvar,tmax,dtmax,cov_m_s,cov_m_c,cov_s_c,set,ra,dec,biascor
SDSS13099,SN2006gb,"SN2006gb, SDSS-II SN 13099",SDSS J35916.47-011502.5,"23:59:16.56,23:59:16.50,23:59:16.500","-01:15:01.4,-01:15:01.44,-01:15:01.368,-01:15:01.584,-01:15:01.3,-01:15:01.30","23:59:16.56,23:59:16,23:59:16.00","-01:15:02.52,-01:15:02.556,-01:15:01,-01:15:01.0",20.45888,19.36777,18.52598,18.16617,17.89388,0.1245344,0.02289344,0.01531496,0.01620834,0.04657297,359.8186635,-1.250678943,OSC Host,8.19E+10,4.2355181,2.17,0.2,10000.0,1.0,0.26451,0.26603,0.0,21.53541,0.119638,0.347212,0.787464,-0.021876,0.046516,11.053,0.1765,53995.225429,1.406763,0.000978,0.001303,-0.001618,2.0,-0.181266,-1.250384,-0.000381
SDSS13136,SN2006go,"SN2006go, SDSS-II SN 13136",SDSS J02433.66-001646.4,"00:24:33.76,00:24:33.763,00:24:33.749,00:24:33.7632,00:24:33.7488,00:24:33.761","-00:16:44.7,-00:16:44.616,-00:16:44.832,-00:16:44.6196,-00:16:44.8284,-00:16:44.69","00:24:33.66,00:24:33,00:24:33.00","-00:16:46.4988,-00:16:44,-00:16:44.0",25.39248,23.64831,22.42847,22.07302,22.6201,0.5649402,0.2604472,0.1482542,0.1634197,0.6369706,6.14128037,-0.27907357,OSC Host,2.61E+09,0.0,1.45,0.2,8000.0,434.0,0.36441,0.366,0.0,22.299562,0.131873,0.65981,0.838318,-0.101528,0.060234,11.25,0.098,53993.708711,1.08579,0.034886,0.001675,0.012765,2.0,6.140682,-0.279061,-0.000215
SDSS13152,SN2006gg,"SN2006gg, SDSS-II SN 13152",SDSS J02812.51+000704.7,"00:28:12.514,00:28:12.506,00:28:12.482,00:28:12.5064,00:28:12.4824,00:28:12.51,00:28:12.511","+00:07:04.77,+00:07:04.836,+00:07:04.548,+00:07:04.5588,+00:07:04.8,+00:07:04.80","00:28:12.514,00:28:12.5112,00:28:12,00:28:12.00","+00:07:04.773,+00:07:04.7928,+00:07:04,+00:07:04.0",22.60628,21.66852,21.05327,20.8824,20.49069,0.2876212,0.06288266,0.05497754,0.06548456,0.1867447,7.052134121,0.117997616,OSC Host,3.57E+09,0.75169168,0.874,0.2,10000.0,428.0,0.2056,0.207,0.0,20.662469,0.113718,0.25867,0.243737,0.007696,0.029325,9.363,0.199,54001.23227,0.196075,0.003031,0.000761,0.000829,2.0,7.052111,0.11801,-0.000894
SDSS13305,SN2006he,"SN2006he, SDSS-II SN 13305",SDSS J20424.03+004126.9,"22:04:24.00,22:04:24,22:04:24.11,22:04:24.110","+00:41:26.8,+00:41:28.36,+00:41:28,+00:41:28.37,+00:41:27.978,+00:41:28.4,+00:41:28.39","22:04:24.038,22:04:24,22:04:24.00","+00:41:26.826,+00:41:26.9304,+00:41:28,+00:41:28.0",20.87273,19.96459,19.43134,19.09829,18.98735,0.1457914,0.02790713,0.02251117,0.02411865,0.0779318,331.1001896,0.690741817,OSC Host,5.32E+09,0.9263166,2.01,0.1,10000.0,89.0,0.19959,0.201,0.0,20.849845,0.115206,1.115009,0.30976,0.017693,0.03302,10.014,0.104,54003.846064,0.265389,0.005478,0.000924,0.001398,2.0,-28.899513,0.691214,-0.000943
SDSS13354,SN2006hr,"SN2006hr, SDSS-II SN 13354",SDSS J15015.53-005312.1,"01:50:15.528,01:50:15.552,01:50:15.55,01:50:15.550","-00:53:12.09,-00:53:14.172,-00:53:14.46,-00:53:14.1792,-00:53:14.4708,-00:53:14.1,-00:53:14.10","01:50:15.535,01:50:15.528,01:50:15,01:50:15.00","-00:53:12.092,-00:53:12.1236,-00:53:14,-00:53:14.0",19.3865,17.83591,16.85261,16.42176,16.98885,0.05521489,0.008114169,0.005788505,0.005491858,0.02692298,27.5638127,-0.88766529,OSC Host,9.98E+10,0.0,1120.0,0.1,9000.0,343.0,0.15653,0.15763,0.0,20.298025,0.113012,1.040064,0.162748,0.087963,0.026774,10.648,0.2255,54006.605616,0.173794,0.001386,0.000684,0.000469,2.0,27.564823,-0.887272,-0.001204
SDSS13411,SDSS-II SN 13411,SDSS-II SN 13411,SDSS J10045.53+001130.2,"21:00:45.600,21:00:45.6","+00:11:30.17,+00:11:29.83,+00:11:29.983","21:00:45.535,21:00:45.6","+00:11:30.176,+00:11:30.2136",24.39239,22.44974,21.29959,20.99003,21.10569,1.211457,0.1406317,0.08714706,0.09597349,0.4691166,315.1906257,0.192031751,OSC Host,2.01E+09,0.0,1.33,0.1,11000.0,139.0,0.1618,0.163,0.0,20.328307,0.120879,1.786215,0.373604,0.019766,0.034148,8.508,0.2565,53987.459786,0.302829,0.014639,0.0013,0.003839,2.0,-44.810047,0.191662,-0.001184
SDSS13425,SN2006gp,"SN2006gp, SDSS-II SN 13425",SDSS J23409.93+000317.5,"22:34:10.00,22:34:10.08,22:34:10.001","+00:03:17.9,+00:03:18,+00:03:17.96,+00:03:17.84,+00:03:17.89","22:34:09.84,22:34:10,22:34:10.00","+00:03:17.5381,+00:03:17,+00:03:17.0",22.75157,21.7889,20.75237,20.05465,19.64723,0.9183765,0.1467771,0.09526972,0.06789586,0.2034554,338.5415636,0.054669532,OSC Host,1.99E+10,0.0,1.63,0.2,10000.0,57.0,0.20953,0.211,0.0,21.86497,0.131221,-0.977679,0.560278,0.259538,0.057176,10.36,0.221,53993.011501,1.131731,0.008805,0.002994,0.002468,2.0,-21.458321,0.054988,-0.000861
SDSS13506,SN2006hg,"SN2006hg, SDSS-II SN 13506",SDSS J14058.47-004342.4,"01:40:58.49,01:40:58.392,01:40:58.368,01:40:58.41,01:40:58.409","-00:43:42.4,-00:43:40.26,-00:43:40.476,-00:43:40.2456,-00:43:40.4832,-00:43:40.3,-00:43:40.30","01:40:58.477,01:40:58.488,01:40:58,01:40:58.00","-00:43:42.356,-00:43:42.4272,-00:43:40,-00:43:40.0",21.93478,20.89709,20.12705,19.69508,19.44941,0.1871605,0.03760181,0.02638203,0.02684508,0.07290015,25.24365775,-0.728450204,OSC Host,1.95E+10,1.0080093,0.742,0.2,10000.0,356.0,0.24179,0.243,0.0,21.801057,0.122422,-0.200116,0.62557,0.138533,0.046327,10.402,0.224,54000.581012,0.532756,0.021035,0.001645,0.006111,2.0,25.243341,-0.727846,-0.000575
SDSS13511,SN2006hh,"SN2006hh, 2MASS J02422671-0047392, SDSS-II SN 13511",SDSS J24226.71-004739.2,"02:42:26.713,02:42:26.952,02:42:26.928,02:42:26.976,02:42:26.97,02:42:26.971","-00:47:39.28,-00:47:38.832,-00:47:39.084,-00:47:38.8392,-00:47:39.0984,-00:47:38.9,-00:47:38.90","02:42:26.712,02:42:26,02:42:26.00","-00:47:39.228,-00:47:38,-00:47:38.0",22.01692,25.21652,24.08264,23.83213,23.17042,0.2274166,0.7018239,0.7700274,1.002308,0.9921247,40.6124926,-0.794545927,OSC Host,8.35E+09,4.7143519,7.86,1.0,3000.0,287.0,0.23646,0.23737,0.0,21.461512,0.117789,-1.553624,0.441449,-0.095193,0.040556,11.103,0.0865,54002.619751,0.323149,0.010449,0.001133,0.003105,2.0,40.612354,-0.794122,-0.000623
SDSS13578,SN2006hc,"SN2006hc, SDSS-II SN 14206, SDSS-II SN 13578",SDSS J10934.78+004215.9,"01:09:34.73,01:09:34.746,01:09:34.728,01:09:34.704,01:09:34.752,01:09:34.730","+00:42:14.9,+00:42:15.72,+00:42:14.98,+00:42:14.54,+00:42:14.58,+00:42:15.721,+00:42:14.969,+00:42:14.998,+00:42:14.562,+00:42:14.569,+00:42:14.90","01:09:34.755,01:09:34.776,01:09:34,01:09:34.00","+00:42:15.387,+00:42:15.9228,+00:42:14,+00:42:14.0",22.89856,23.16815,22.78782,21.82761,21.53949,0.5994301,0.3291067,0.3654389,0.2252706,0.5707716,17.39497403,0.704261441,OSC Host,5.59E+10,9.8979391,0.178,0.8,6000.0,380.0,0.22668,0.228,0.0,21.06808,0.115846,-0.245891,0.365672,-0.040327,0.03647,8.902,0.8375,53998.759125,0.388279,0.005751,0.000948,0.00108,2.0,17.394697,0.704158,-0.000711
SDSS13610,SN2006hd,"SN2006hd, SDSS-II SN 13610",SDSS J14403.42+004331.7,"21:44:03.36,21:44:03.6,21:44:03.55,21:44:03.550","+00:43:31.8,+00:43:34.61,+00:43:34.622,+00:43:34.187,+00:43:34.6","21:44:03.36,21:44:03,21:44:03.00","+00:43:31.7856,+00:43:34,+00:43:34.0",20.57062,19.912,19.20487,18.97223,18.59502,0.06996933,0.01990047,0.01487585,0.01769311,0.04069186,326.0142344,0.725474284,OSC Host,4.40E+10,12.657782,7.43,0.3,7000.0,110.0,0.29678,0.29826,0.0,21.38185,0.117785,0.079305,0.535094,-0.095522,0.041829,10.509,0.1215,53997.009147,0.582206,0.011579,0.000906,0.00105,2.0,-33.985218,0.726284,-0.000167
SDSS13641,SN2006hf,"SN2006hf, SDSS-II SN 13641",A230052-0058,"23:00:52.48,23:00:52.56,23:00:52.49,23:00:52.490","-00:58:52.4,-00:58:52.104,-00:58:52.392,-00:58:52.1148,-00:58:52.3884,-00:58:52.1,-00:58:52.10","23:00:52.434,23:00:52,23:00:52.00","-00:58:52.726,-00:58:52,-00:58:52.0",23.75613,23.08632,21.64685,21.83776,21.50011,1.234439,0.4021212,0.1637062,0.2614955,0.6292723,345.2175692,-0.981949494,OSC Host,5.78E+09,1.6036005,1.64,0.4,8000.0,40.0,0.20852,0.21,0.0,20.762042,0.114386,1.026478,0.283831,-0.031055,0.032116,5.0,10.0,54004.831478,0.290529,0.00382,0.000834,0.000756,2.0,-14.781268,-0.981143,-0.00087
SDSS13655,SN2006hs,"SN2006hs, 2MASS J02360496-0059393, SDSS-II SN 13655",SDSS J23605.00-005939.6,"02:36:04.86,02:36:04.848,02:36:04.824,02:36:04.860","-00:59:39.0,-00:59:39.048,-00:59:39.0444,-00:59:39.3288,-00:59:39.01","02:36:04.992,02:36:04,02:36:04.00","-00:59:39.6816,-00:59:39,-00:59:39.0",24.66186,23.83385,22.60767,21.8529,21.47551,0.9289103,0.3905487,0.2316609,0.1737562,0.460734,39.02179046,-0.993028167,OSC Host,3.77E+10,0.0,0.123,0.6,5000.0,293.0,0.25104,0.252,0.0,21.936242,0.119872,-1.339461,0.58431,0.082437,0.047361,10.996,0.0175,53999.849782,0.559823,0.013833,0.001319,0.003153,2.0,39.020218,-0.994179,-0.000494
SDSS13689,SDSS-II SN 13689,SDSS-II SN 13689,SDSS J01603.65+004830.0,"00:16:03.66,00:16:03.8448,00:16:03.8688","+00:48:30.1,+00:48:26.89,+00:48:27.209,+00:48:26.896",16:03.7,+00:48:30.0528,21.13542,25.02175,24.4294,24.24217,22.92555,0.1903982,1.838949,2.14083,2.327945,1.888657,4.015637394,0.808317669,OSC Host,9.97E+09,8.317689,9.84,1.0,3000.0,442.0,0.25012,0.2516,0.0,20.967243,0.116581,1.161118,0.37898,-0.147913,0.037575,10.449,0.149,54000.150247,0.474406,0.006689,0.001015,0.001729,2.0,4.016125,0.807558,-0.000502
SDSS1371,SN2005fh,"SN2005fh, 2MASX J23172973+0025473, SDSS-II SN 1371",SDSS J31729.69+002546.8,"23:17:29.736,23:17:29.7,23:17:29.76,23:17:29.71,23:17:29.710","+00:25:47.30,+00:25:47,+00:25:45.8,+00:25:45.44,+00:25:45.782,+00:25:45.458,+00:25:45.80,+00:25:45.79","23:17:29.700,23:17:29.76,23:17:29,23:17:29.00","+00:25:46.826,+00:25:46.8804,+00:25:45,+00:25:45.0",20.49604,18.6223,17.57539,17.08953,16.68623,0.07701176,0.009336374,0.006300419,0.006607271,0.01356475,349.3737681,0.429686537,OSC Host,2.58E+11,0.0,73.6,0.2,8000.0,28.0,0.11771,0.11909,0.0,19.052211,0.11196,0.789563,0.095852,-0.101397,0.02157,10.95,0.089,53633.310637,0.106019,0.000651,0.000459,8.5e-05,2.0,-10.626181,0.429384,-0.001214
SDSS13727,SN2006hj,"SN2006hj, SDSS-II SN 13727",SDSS J11020.97+005556.3,"21:10:20.88,21:10:21.12,21:10:21.14,21:10:21.139","+00:55:56.4,+00:55:57.43,+00:55:57.22,+00:55:57.205,+00:55:57.5,+00:55:57.50","21:10:20.977,21:10:20.88,21:10:21,21:10:21.00","+00:55:56.485,+00:55:56.3952,+00:55:57,+00:55:57.0",22.31292,21.01884,20.38531,20.06026,19.95523,0.645287,0.07397494,0.06796467,0.08066612,0.2894515,317.587468,0.932381964,OSC Host,2.70E+09,0.18621479,0.239,0.1,9000.0,132.0,0.21971,0.221,0.0,20.855502,0.115514,1.253108,0.342124,-0.040277,0.035174,9.62,0.1695,54004.88011,0.326901,0.006424,0.000909,0.001788,2.0,-42.411919,0.93262,-0.000773
SDSS13736,SN2006hv,"SN2006hv, SDSS-II SN 13736",SDSS J22719.84+010150.5,"22:27:19.920,22:27:19.92,22:27:19.99,22:27:19.990","+01:01:50.59,+01:01:51.492,+01:01:51.204,+01:01:51.4,+01:01:51.38","22:27:19.849,22:27:19.92,22:27:19,22:27:19.00","+01:01:50.589,+01:01:50.556,+01:01:51,+01:01:51.0",22.1471,20.80956,20.13706,19.76437,19.76954,0.4216975,0.04944704,0.0445386,0.05150025,0.1797567,336.8327512,1.030750484,OSC Host,3.81E+09,0.19686872,1.63,0.1,10000.0,66.0,0.14901,0.1504,0.0,19.972155,0.112283,1.116862,0.164507,-0.026876,0.023147,9.589,0.2745,54015.786222,0.13189,0.001651,0.000501,0.000394,2.0,-23.166714,1.030971,-0.001227
SDSS13757,SN2006hk,"SN2006hk, SDSS-II SN 13757",A232029-0109,"23:20:29.54,23:20:29.52,23:20:29.539","-01:09:28.2,-01:09:28.26,-01:09:28.512,-01:09:28.19","23:20:29,23:20:29.00","-01:09:28,-01:09:28.0",22.43656,23.85344,22.42927,21.86407,21.42312,0.4690126,0.727257,0.2905281,0.2617957,0.6704381,350.1235522,-1.15784832,OSC SN,1.31E+11,7.9541987,1.07,1.0,3000.0,24.0,0.28742,0.289,0.0,21.262819,0.118845,1.098936,0.42919,-0.166608,0.042413,5.0,10.0,53993.749889,0.633109,0.007656,0.001108,0.001103,2.0,-9.876911,-1.157847,-0.000219
SDSS13796,SN2006hl,"SN2006hl, SDSS-II SN 13796",SDSS J32246.06+003156.3,"23:22:46.080,23:22:46.08,23:22:45.84,23:22:45.98,23:22:45.979","+00:31:56.34,+00:31:58.37,+00:31:58.1,+00:31:58.379,+00:31:58.087,+00:31:58.4,+00:31:58.40","23:22:46.077,23:22:46.08,23:22:45,23:22:45.00","+00:31:56.341,+00:31:56.334,+00:31:58,+00:31:58.0",21.35964,19.42003,18.75404,18.39625,18.28364,0.2550094,0.02281565,0.0203375,0.02513349,0.07796945,350.6920259,0.532350896,OSC Host,0,0.0,10.6,0.0,10000.0,23.0,0.1436,0.145,0.0,19.837994,0.111766,0.789492,0.115818,-0.018978,0.022019,10.018,0.3445,54010.412053,0.116713,0.000606,0.000453,0.000159,2.0,-9.308426,0.532883,-0.001237
SDSS13830,SN2006hm,"SN2006hm, SDSS-II SN 13830",SDSS J32614.66-002254.5,"23:26:14.81,23:26:14.88,23:26:14.810","-00:22:56.1,-00:22:56.208,-00:22:56.2116,-00:22:56.388,-00:22:56.10","23:26:14.64,23:26:14,23:26:14.00","-00:22:54.5952,-00:22:56,-00:22:56.0",21.03153,20.03582,18.87777,18.43948,18.17801,0.1898154,0.03691946,0.02376713,0.02510473,0.08118582,351.5611066,-0.38184674,OSC Host,7.46E+10,0.0,6.09,0.2,8000.0,22.0,0.32837,0.33,0.0,21.644732,0.134054,1.180448,0.62133,-0.018399,0.05365,11.042,0.316,53990.929352,0.740286,0.036511,0.002369,0.011087,2.0,-8.438282,-0.382281,-8.3e-05
SDSS13835,SN2006hp,"SN2006hp, SDSS-II SN 13835",SDSS J02414.24-001457.3,"00:24:14.25,00:24:14.314,00:24:14.302,00:24:14.3136,00:24:14.3016,00:24:14.32,00:24:14.321","-00:14:57.3,-00:14:53.736,-00:14:53.952,-00:14:53.7432,-00:14:53.934,-00:14:53.7,-00:14:53.70","00:24:14.2464,00:24:14,00:24:14.00","-00:14:57.3576,-00:14:53,-00:14:53.0",21.04787,19.88301,19.09465,18.77633,18.58239,0.1447418,0.02371619,0.01846705,0.02072933,0.05920801,6.059385768,-0.249280064,OSC Host,3.71E+10,3.4608889,5.16,0.2,8000.0,435.0,0.24625,0.2477,0.0,21.07527,0.114566,0.624852,0.246427,-0.078392,0.034754,10.462,0.3145,54011.462513,0.262924,0.003158,0.000832,0.001062,2.0,6.059644,-0.248262,-0.000536
SDSS13934,SN2006jg,"SN2006jg, SDSS-II SN 13934",SDSS J24826.50-002606.5,"22:48:26.64,22:48:26.640","-00:26:07.0,-00:26:06.972,-00:26:07.548,-00:26:06.9648,-00:26:07.5552,-00:26:07.01","22:48:26.4,22:48:26,22:48:26.00","-00:26:06.5184,-00:26:07,-00:26:07.0",21.99754,20.7156,19.62247,19.15758,18.72204,0.5547297,0.07120083,0.03946324,0.03979601,0.1053317,342.1104548,-0.435154368,OSC Host,3.84E+10,0.0,1.27,0.2,8000.0,45.0,0.32838,0.33,0.0,22.190461,0.136536,-0.707675,0.819169,-0.100206,0.069498,10.51,0.0475,54007.418002,0.952551,0.041775,0.001478,0.010853,2.0,-17.88899,-0.435268,-8.3e-05
SDSS14019,SN2006ki,"SN2006ki, SDSS-II SN 14019",SDSS J10634.17-003855.0,"21:06:34.18,21:06:34.08,21:06:34.181","-00:38:52.6,-00:38:52.62,-00:38:52.764,-00:38:52.6272,-00:38:52.7568,-00:38:52.58","21:06:34.175,21:06:34.08,21:06:34,21:06:34.00","-00:38:55.027,-00:38:55.0716,-00:38:52,-00:38:52.0",21.01464,20.5118,19.78802,19.5259,18.90222,0.2858196,0.07727725,0.05899496,0.07455555,0.1565741,316.6423704,-0.648593143,OSC Host,3.34E+10,8.0214983,1.97,0.3,8000.0,134.0,0.21513,0.2164,0.0,21.433042,0.120494,-0.316436,0.38778,-0.021846,0.04555,9.67,0.04,54012.202325,0.396852,0.010555,0.00158,0.003864,2.0,-43.357578,-0.647952,-0.000813
SDSS14024,SN2006ht,"SN2006ht, 2MASS J21124818+0055043, SDSS-II SN 14024",SDSS J11247.49+005459.4,"21:12:48.189,21:12:47.76,21:12:47.66,21:12:47.659","+00:55:04.36,+00:54:58.86,+00:54:58.57,+00:54:58.853,+00:54:58.568,+00:54:58.8,+00:54:58.79","21:12:47.483,21:12:47.52,21:12:47,21:12:47.00","+00:54:59.313,+00:54:59.4324,+00:54:58,+00:54:58.0",25.79836,23.14935,23.14802,22.17039,22.5646,1.147525,0.3129982,0.5595785,0.3761613,1.315053,318.1985745,0.916583484,OSC Host,0,0.0,0.715,0.0,10000.0,130.0,0.14478,0.146,0.0,20.466614,0.114439,-1.922932,0.195002,0.03787,0.031511,8.378,0.979,54011.161767,0.204867,0.001906,0.000863,0.000786,2.0,-41.801437,0.916348,-0.001236
SDSS14108,SN2006hu,"SN2006hu, SDSS-II SN 14108",SDSS J33422.72-010722.8,"03:34:22.728,03:34:22.68,03:34:22.704,03:34:22.72,03:34:22.721","-01:07:23.30,-01:07:23.556,-01:07:23.88,-01:07:23.5,-01:07:23.48","03:34:22.730,03:34:22.728,03:34:22,03:34:22.00","-01:07:23.321,-01:07:22.908,-01:07:23,-01:07:23.0",26.43512,23.3889,22.05133,22.14228,21.42742,0.3500708,0.286235,0.141381,0.235306,0.4212367,53.59477829,-1.123139399,OSC Host,1.07E+10,0.0,4.43,0.3,9000.0,255.0,0.13243,0.133,0.0,20.147341,0.112393,0.248082,0.143225,-0.000855,0.024455,8.938,0.467,54010.210638,0.171477,0.000747,0.000564,0.000275,2.0,53.594646,-1.12321,-0.001243
SDSS14157,SN2006kj,"SN2006kj, 2MASS J03243289+0101213, SDSS-II SN 14157",SDSS J32432.87+010121.4,"03:24:32.90,03:24:32.808,03:24:32.784,03:24:32.81,03:24:32.810","+01:01:21.4,+01:01:20.496,+01:01:20.28,+01:01:20.5,+01:01:20.50","03:24:32.876,03:24:32.88,03:24:32,03:24:32.00","+01:01:21.470,+01:01:21.468,+01:01:20,+01:01:20.0",20.86164,19.40632,18.42176,17.94273,17.58727,0.1100275,0.01558645,0.01011315,0.009682147,0.02285429,51.13698851,1.022644759,OSC Host,3.16E+10,0.0,18.3,0.1,11000.0,262.0,0.21082,0.2115,0.0,20.480731,0.11447,1.125219,0.266073,-0.058471,0.031877,10.943,0.227,54013.951352,0.250926,0.004189,0.000827,0.000926,2.0,51.136692,1.022365,-0.00085
SDSS14212,SN2006iy,"SN2006iy, SDSS-II SN 14212",SDSS J20152.96+010240.1,"22:01:53.040,22:01:52.8,22:01:52.82,22:01:52.819","+01:02:40.16,+01:02:42.036,+01:02:41.676,+01:02:42.1,+01:02:42.11","22:01:52.954,22:01:53.04,22:01:52,22:01:52.00","+01:02:40.151,+01:02:40.128,+01:02:42,+01:02:42.0",25.45879,21.16857,20.06311,19.63533,19.38796,1.373464,0.0591986,0.03535284,0.03618848,0.102566,330.4706906,1.044480124,OSC Host,2.49E+10,0.0,5.87,0.2,8000.0,90.0,0.20399,0.2054,0.0,20.912346,0.114245,-0.339599,0.173027,-0.032535,0.031921,10.284,0.048,54012.948531,0.18282,0.002056,0.000842,0.000631,2.0,-29.529888,1.045011,-0.000908
SDSS14261,SN2006jk,"SN2006jk, SDSS-II SN 14261",SDSS J15257.69+001513.2,"21:52:57.60,21:52:57.6,21:52:57.70,21:52:57.701","+00:15:13.2,+00:15:13.64,+00:15:13.39,+00:15:13.658,+00:15:13.7,+00:15:13.72","21:52:57.6,21:52:57,21:52:57.00","+00:15:13.248,+00:15:13,+00:15:13.0",25.3286,23.17995,24.79635,20.84524,19.91026,1.706896,0.4634778,1.357956,0.1064574,0.2230334,328.2408364,0.254049022,OSC Host,3.49E+11,0.0,9.03,0.8,6000.0,103.0,0.27952,0.281,0.0,21.349608,0.121901,0.694248,0.461519,-0.030169,0.042765,8.814,0.549,54018.807905,0.367112,0.017391,0.001403,0.005581,2.0,-31.759598,0.253794,-0.00027
SDSS14279,SN2006hx,"SN2006hx, 2MASS J01135719+0022172, SDSS-II SN 14279",SDSS J11357.18+002217.1,"01:13:57.31,01:13:57.312,01:13:57.288,01:13:57.310","+00:22:18.0,+00:22:18.01,+00:22:17.62,+00:22:18.008,+00:22:17.602,+00:22:18.00","01:13:57.192,01:13:57,01:13:57.00","+00:22:17.112,+00:22:18,+00:22:18.0",18.15965,16.58241,15.82172,15.44724,15.12434,0.02153746,0.003540025,0.003130603,0.003155371,0.00676939,18.48824627,0.371425847,OSC Host,0,0.0,30.0,0.0,10000.0,373.0,0.04428,0.04539,0.0,17.546294,0.113705,-0.162447,0.047432,0.090515,0.023033,10.513,0.224,54022.045645,0.060993,0.000123,0.000447,-0.000133,2.0,18.488775,0.371669,-0.000238
SDSS14284,SN2006ib,"SN2006ib, 2MASS J03161182-0036031, SDSS-II SN 14284",SDSS J31611.84-003603.5,"03:16:11.83,03:16:11.832,03:16:11.808,03:16:11.830","-00:36:03.4,-00:36:03.384,-00:36:03.78,-00:36:03.3984,-00:36:03.7944,-00:36:03.38","03:16:11.844,03:16:11.832,03:16:11,03:16:11.00","-00:36:03.542,-00:36:03.5388,-00:36:03,-00:36:03.0",21.48198,19.51585,18.55743,18.18179,17.8762,0.1266521,0.01366029,0.009646039,0.009523449,0.02509292,49.04937094,-0.600978723,OSC Host,2.31E+10,0.0,6.15,0.1,10000.0,267.0,0.18037,0.18107,0.0,20.228837,0.112763,-0.30878,0.169404,-0.068514,0.025585,10.514,0.1195,54014.578081,0.158648,0.0017,0.000579,0.000583,2.0,49.049294,-0.600944,-0.001083
SDSS14298,SN2006jj,"SN2006jj, SDSS-II SN 14298",A205934+0113,"20:59:34.81,20:59:34.8,20:59:34.810","+01:13:23.7,+01:13:23.736,+01:13:23.412,+01:13:23.70","20:59:34,20:59:34.00","+01:13:23,+01:13:23.0",23.98874,22.73173,22.05371,21.55122,21.77202,1.929918,0.406343,0.2202344,0.1695647,0.5508958,314.892133,1.223197841,OSC Host,1.28E+10,4.1788232,0.249,0.6,7000.0,141.0,0.2607,0.262,0.0,21.261083,0.117389,1.298349,0.380957,-0.080943,0.042088,5.0,10.0,54012.467434,0.338976,0.008819,0.000899,0.001041,2.0,-45.10495,1.223257,-0.000412
SDSS14318,SN2006py,"SN2006py, 2MASS J22414204-0008134, SDSS-II SN 14318",SDSS J24142.04-000812.9,"22:41:42.04,22:41:42,22:41:42.00,22:41:42.05,22:41:42.050","-00:08:13.5,-00:08:12.912,-00:08:12.858,-00:08:13.4232,-00:08:12.90,-00:08:12.9,-00:08:12.91","22:41:42,22:41:42.00","-00:08:12.9876,-00:08:12,-00:08:12.0",20.18645,18.43674,17.56007,17.11515,16.80385,0.09367011,0.0114435,0.007011963,0.006520492,0.01498744,340.4252176,-0.136934005,OSC Host,6.03E+10,0.0,8.4,0.1,10000.0,52.0,0.05654,0.05783,0.0,17.780075,0.122398,0.864354,0.782043,0.028353,0.032176,9.93,0.0835,54072.073569,0.823627,-0.005013,0.000623,0.010413,2.0,-19.574804,-0.136905,-0.000516
SDSS14331,SN2006kl,"SN2006kl, SDSS-II SN 14331",SDSS J03133.37-000808.1,"00:31:33.38,00:31:33.283,00:31:33.269,00:31:33.2832,00:31:33.2688,00:31:33.28,00:31:33.281","-00:08:07.9,-00:08:08.916,-00:08:09.24,-00:08:08.9304,-00:08:09.258,-00:08:08.9,-00:08:08.92","00:31:33.384,00:31:33.3744,00:31:33,00:31:33.00","-00:08:07.934,-00:08:08.124,-00:08:08,-00:08:08.0",23.61829,24.96699,25.00877,23.94748,19.9756,1.050688,1.079769,1.163876,1.13937,0.1956692,7.890380646,-0.136095917,OSC Host,2.02E+11,0.0,9.5,1.0,5000.0,424.0,0.2126,0.214,0.0,21.246133,0.116607,0.141351,0.293878,0.014187,0.039132,9.741,0.371,54013.473532,0.302338,0.005643,0.001073,0.001043,2.0,7.888675,-0.135814,-0.000835
SDSS14397,SN2006kk,"SN2006kk, SDSS-II SN 14397",SDSS J02739.74+003857.5,"00:27:39.86,00:27:39.864,00:27:39.84,00:27:39.859","+00:38:58.2,+00:38:58.24,+00:38:58.225,+00:38:57.883,+00:38:58.20","00:27:39.744,00:27:39,00:27:39.00","+00:38:57.5412,+00:38:58,+00:38:58.0",21.4311,20.80877,19.75094,19.43084,19.22181,0.2066907,0.05592515,0.03284989,0.04132856,0.1270014,6.915636787,0.649310501,OSC Host,9.73E+10,12.370672,2.37,0.4,7000.0,429.0,0.36941,0.371,0.0,22.210028,0.131466,-1.192797,0.603467,-0.220851,0.051095,10.479,0.059,54013.924295,0.746917,0.023081,0.00016,0.005482,2.0,6.916098,0.649507,-0.000257
