,JLA_name,OSC_name,Aliases,Host,RA,DEC,Host_RA,Host_DEC,global_u,global_g,global_r,global_i,global_z,global_u_err,global_g_err,global_r_err,global_i_err,global_z_err,SDSS_RA,SDSS_DEC,Flag,Unnamed: 0,zcmb,zhel,dz,mb,dmb,x1,dx1,color,dcolor,3rdvar,d3rdvar,tmax,dtmax,cov_m_s,cov_m_c,cov_s_c,set,ra,dec,biascor,ZPEG_StMass,ZPEG_SFR(Msol/an),ZPEG_Chi2/(nobs_tot-3),ZPEG_Redshift,ZPEG_Age(Myr)
362,sn1999dk,SN1999dk,"SN1999dk, AAVSO 0126+13",UGC 1087,"01:31:26.92,01:31:26.921","+14:17:05.7,+14:17:05.71","01:31:27,01:31:26.63","+14:16:38,+14:16:38.5",22.30501436,22.67779542,23.03014744,23.39330818,22.86128268,0.3145951,0.2168579,0.3756411,0.6861161,0.9945782,22.86339746,14.28628779,OSC SN,362,0.01444,0.01496,0,14.843842,0.157099,-0.014266,0.20797,0.049854,0.038269,10.156,0.1185,51414.95509,0.342482,0.000966,0.000972,9.30E-05,3,22.862167,14.284917,-0.008561,4489094.1,0.000781264,6.28E+00,1.40E-02,10000
363,SDSS4679,SN2005gy,"SN2005gy, SDSS-II SN 4679",SDSS J12606.79+004036.9,"01:26:06.79,01:26:06.8,01:26:06.792,01:26:06.768,01:26:06.816,01:26:06.80,01:26:06.799","+00:40:36.8,+00:40:37,+00:40:36.7,+00:40:36.41,+00:40:36.689,+00:40:36.401,+00:40:36.80","01:26:06.792,01:26:06,01:26:06.00","+00:40:36.9912,+00:40:36,+00:40:36.0",23.70745795,23.04940998,21.63592964,25.18601179,20.75855752,1.505173,0.3754168,0.168138,1.385852,0.3731546,21.52850947,0.676807978,OSC Host,363,0.33103,0.3324,0,22.092013,0.136212,0.953409,0.714429,0.090984,0.05767,8.479,0.473,53654.32724,0.635768,0.045594,0.002331,0.011634,2,21.528351,0.676858,-8.30E-05,1.61E+09,4.61E-01,1.72E+01,3.31E-01,7000
364,sn2001en,SN2001en,"SN2001en, AAVSO 0119+33",NGC 523,"01:25:22.90,01:25:22.901","+34:01:30.5,+34:01:30.50","01:25:21,01:25:20.79","+34:01:30,+34:01:29.8",21.55252501,22.16779322,22.21858692,23.83328956,21.66099212,0.4866664,0.5470166,0.863002,3.734218,1.96945,21.33740108,34.02498691,OSC Host,364,0.015482,0.015871,0,15.08025,0.154168,-0.916368,0.069293,0.001671,0.02335,10.662,0.18,52193.36261,0.327411,-0.000569,0.000536,-0.000357,3,21.34523,34.02502,-0.008615,13326875,0.002319356,1.12E+00,1.50E-02,10000
365,SDSS16618,SN2006pq,"SN2006pq, SDSS-II SN 16618",SDSS J12506.89-011309.7,"01:25:06.888,01:25:07.056,01:25:07.032,01:25:07.05,01:25:07.051","-01:13:09.80,-01:13:08.184,-01:13:08.436,-01:13:08.2,-01:13:08.18","01:25:06.888,01:25:07,01:25:07.00","-01:13:09.804,-01:13:08,-01:13:08.0",20.59145681,19.47112383,19.08086627,18.6062746,18.62984736,0.1724599,0.03625098,0.03161157,0.03357437,0.103653,21.27881208,-1.219438872,OSC Host,365,0.19198,0.1932,0,20.466522,0.114573,-0.792727,0.603726,-0.09709,0.032471,9.907,0.1215,54067.26226,0.701596,-0.000817,0.000515,0.008545,2,21.279373,-1.218938,-0.001002,2.74E+10,6.57E+00,1.35E+01,1.92E-01,8000
366,SDSS17875,SN2007jz,"SN2007jz, SDSS-II SN 17875",SDSS J12356.09+011518.2,"01:23:56.01,01:23:55.992,01:23:56.016","+01:15:18.0,+01:15:17.568,+01:15:17.964","01:23:56.094,01:23:56.088,01:23:56,01:23:56.00","+01:15:18.254,+01:15:18.288,+01:15:18,+01:15:18.0",21.72312489,20.96901581,19.98428461,19.38525234,19.07049134,0.3403097,0.06360912,0.03586295,0.0297855,0.07442954,20.98378453,1.25507978,OSC Host,366,0.21075,0.212,0,21.022641,0.116152,1.120316,0.320101,-0.030671,0.03845,10.533,0.228,54362.45558,0.40222,0.005261,0.000913,-0.000589,2,20.983381,1.254994,-0.000851,4.18E+10,0.00E+00,7.08E+00,2.11E-01,8000
367,SDSS16276,SN2006om,"SN2006om, SDSS-II SN 16276",SDSS J12218.82+010037.0,"01:22:18.840,01:22:18.888,01:22:18.864,01:22:18.88,01:22:18.881","+01:00:37.26,+01:00:38.232,+01:00:37.944,+01:00:38.2,+01:00:38.20","01:22:18.846,01:22:18.816,01:22:18,01:22:18.00","+01:00:37.275,+01:00:37.08,+01:00:38,+01:00:38.0",23.64313519,22.86501761,21.62710732,21.70639484,21.31610721,1.373603,0.3009994,0.1707201,0.2857355,0.6820263,20.57858321,1.01041565,OSC Host,367,0.19176,0.193,0,20.740998,0.114367,-0.018646,0.551403,-0.026411,0.03185,8.82,0.348,54057.36869,0.3665,0.009763,0.000814,0.006101,2,20.578657,1.010615,-0.001004,3.08E+09,4.63E-01,1.43E+00,1.92E-01,11000
368,SDSS3087,SN2005gc,"SN2005gc, SDSS-II SN 3087",SDSS J12137.58-005837.7,"01:21:37.584,01:21:37.6,01:21:37.608,01:21:37.62,01:21:37.620","-00:58:38.01,-00:58:38,-00:58:38.028,-00:58:38.28,-00:58:38.0496,-00:58:38.2836,-00:58:38.0,-00:58:37.99,-00:58:38.03","01:21:37.594,01:21:37.584,01:21:37,01:21:37.00","-00:58:38.007,-00:58:37.758,-00:58:38,-00:58:38.0",21.88915811,20.44023867,19.88685283,19.79477395,19.6220066,0.6279503,0.07784805,0.05312753,0.06517252,0.1934641,20.40666982,-0.977194842,OSC Host,368,0.1644,0.1656,0,20.259822,0.11306,0.522789,0.188015,0.00595,0.024492,9.373,0.0885,53648.88698,0.139594,0.002609,0.00058,0.000674,2,20.406706,-0.977236,-0.001172,7.71E+09,1.85E+00,3.37E+00,1.64E-01,8000
369,SDSS17435,SN2007ka,"SN2007ka, SDSS-II SN 17435",SDSS J12122.70-000053.3,"01:21:22.70,01:21:22.704","-00:00:53.3,-00:00:53.568,-00:00:53.2908,-00:00:53.5572","01:21:22.709,01:21:22.704,01:21:22,01:21:22.00","+00:00:53.416,-00:00:53.3876,-00:00:53,-00:00:53.0",22.52846754,21.84876965,22.34222386,22.07733226,23.99786278,1.112797,0.236646,0.5978763,0.6789286,1.624795,20.3455926,-0.013454416,OSC SN,369,0.21674,0.218,0,20.709521,0.115124,0.90173,0.253993,-0.108869,0.034709,8.005,0.7075,54359.36158,0.296512,0.003835,0.000861,-6.00E-06,2,20.344587,-0.014803,-0.000799,1.66E+09,3.99E-01,5.20E+00,2.17E-01,8000
370,sn2002jy,SN2002jy,SN2002jy,NGC 477,"01:21:16.27,01:21:16.270","+40:29:55.3,+40:29:55.28","01:21:20,01:21:20.36","+40:29:16,+40:29:17.4",23.91825369,22.57182818,21.91288195,22.11665143,21.70111008,0.8180895,0.1362651,0.1009747,0.1979429,0.4311329,20.31875455,40.49930788,OSC SN,370,0.021541,0.021,0,15.7472,0.145405,0.977375,0.103933,-0.035146,0.021727,10.587,0.134,52634.37918,0.281622,-0.000604,0.000433,-0.000456,3,20.31763,40.49869,-0.009103,21557086,0.003751709,2.84E+00,2.20E-02,10000
371,sn2005ir,SN2005ir,"SN2005ir, SDSS-II SN 7876",SDSS J11643.86+004737.1,"01:16:43.752,01:16:43.8,01:16:43.776,01:16:43.87,01:16:43.76,01:16:43.759","+00:47:40.36,+00:47:41,+00:47:40.6,+00:47:40.67,+00:47:40.27,+00:47:40.661,+00:47:40.279,+00:47:37.30,+00:47:40.4,+00:47:40.42","01:16:43.872,01:16:43.762,01:16:43.84,01:16:43,01:16:43.00","+00:47:37,+00:47:40.357,+00:47:37.3,+00:47:37.1004,+00:47:40,+00:47:40.0",18.54104541,17.31287878,16.78780938,16.45751586,16.25321896,0.0349507,0.006712053,0.006092497,0.007500689,0.01737623,19.1827914,0.793623066,OSC Host,371,0.07487,0.076,0,18.411792,0.110074,0.684284,0.052576,-0.013661,0.014317,10.182,0.011,53685.65983,0.048288,0.000137,0.00016,6.00E-06,2,19.18251,0.794628,-0.000837,4.17E+10,6.28E+00,2.40E+01,7.50E-02,11000
372,SDSS3592,SN2005gb,"SN2005gb, SDSS-II SN 3592, SNF20050929-004",SDSS J11612.70+004725.9,"01:16:12.600,01:16:12.6,01:16:12.576,01:16:12.58,01:16:12.581","+00:47:30.90,+00:47:31,+00:47:31.02,+00:47:30.59,+00:47:30.973,+00:47:30.599,+00:47:31.0,+00:47:30.98,+00:47:31.01","01:16:12.597,01:16:12.76,01:16:12.696,01:16:12,01:16:12.00","+00:47:30.902,+00:47:25.4,+00:47:25.998,+00:47:31,+00:47:31.0",18.94481447,17.44041882,16.76653553,16.39944992,16.14670548,0.04476926,0.006429578,0.005139964,0.005530323,0.01411746,19.05294091,0.790535269,OSC Host,372,0.08528,0.08642,0,18.765187,0.111932,-0.145167,0.070607,-0.043103,0.020381,10.395,0.1375,53645.05881,0.061599,0.000438,0.000425,6.70E-05,2,19.052437,0.791937,-0.000974,6.13E+10,8.02E+00,2.79E+02,8.50E-02,12000
373,SDSS14279,SN2006hx,"SN2006hx, 2MASS J01135719+0022172, SDSS-II SN 14279",SDSS J11357.18+002217.1,"01:13:57.31,01:13:57.312,01:13:57.288,01:13:57.310","+00:22:18.0,+00:22:18.01,+00:22:17.62,+00:22:18.008,+00:22:17.602,+00:22:18.00","01:13:57.192,01:13:57,01:13:57.00","+00:22:17.112,+00:22:18,+00:22:18.0",18.0142184,16.4712339,15.74533632,15.39150622,15.08331681,0.02153746,0.003540025,0.003130603,0.003155371,0.00676939,18.48824627,0.371425847,OSC Host,373,0.04428,0.04539,0,17.546294,0.113705,-0.162447,0.047432,0.090515,0.023033,10.513,0.224,54022.04565,0.060993,0.000123,0.000447,-0.000133,2,18.488775,0.371669,-0.000238,6.47E+10,0.00E+00,7.96E+02,4.40E-02,10000
374,SDSS18298,SN2007li,"SN2007li, 2MASS J01130402-0032239, SDSS-II SN 18298",SDSS J11304.02-003224.0,"01:13:04.02,01:13:03.984,01:13:04.008,01:13:04.01","-00:32:24.0,-00:32:24.504,-00:32:24.0432,-00:32:24.5148","01:13:04.030,01:13:04.032,01:13:04,01:13:04.00","-00:32:24.006,-00:32:24.072,-00:32:24,-00:32:24.0",21.97090071,23.65601859,22.39238092,21.3419128,22.7899758,0.3043154,0.5439768,0.2788115,0.1665846,0.9419217,18.26723681,-0.540388293,OSC Host,374,0.11863,0.11982,0,20.541778,0.127194,-2.724252,0.288071,0.255113,0.047959,10.684,0.17,54374.32564,0.212193,0.01227,0.002621,0.005152,2,18.266731,-0.540012,-0.001217,1.47E+09,0.00E+00,8.37E+00,1.19E-01,10000
375,SDSS5717,SN2005ia,"SN2005ia, SDSS-II SN 5717",SDSS J11135.04-000021.4,"01:11:35.02,01:11:35.0,01:11:35.04,01:11:35.016,01:11:35.03,01:11:35.030","-00:00:21.0,-00:00:21,-00:00:21.204,-00:00:21.492,-00:00:21.2256,-00:00:21.5028,-00:00:21.2,-00:00:21.20","01:11:35.04,01:11:35,01:11:35.00","-00:00:21.4177,-00:00:21,-00:00:21.0",23.49054823,23.3626144,23.81479455,23.24720312,23.25517734,0.4536616,0.1947852,0.3420212,0.3293679,0.466776,17.89687296,-0.005901951,OSC Host,375,0.25037,0.2517,0,21.337855,0.115791,1.417706,0.338083,-0.029844,0.035006,9.042,0.3525,53664.20315,0.316005,0.006834,0.000977,0.002563,2,17.895966,-0.005896,-0.0005,8.44E+08,2.03E-01,5.06E+00,2.50E-01,8000
376,SDSS15057,SN2006md,"SN2006md, ESSENCEq069, SDSS-II SN 15057",SDSS J11131.47+002434.2,"01:11:31.49,01:11:31.512,01:11:31.488,01:11:31.490,01:11:31.486,01:11:31.492","+00:24:34.3,+00:24:34.16,+00:24:33.88,+00:24:34.171,+00:24:34.2,+00:24:34.20,+00:24:34.163","01:11:31.488,01:11:31,01:11:31.00","+00:24:34.2864,+00:24:34,+00:24:34.0",23.43400718,21.57466395,21.03279525,21.0288709,20.99001803,1.000731,0.08079603,0.06940234,0.1057165,0.3941476,17.88118709,0.409528869,OSC Host,376,0.29762,0.299,0,21.845816,0.131068,-2.48499,0.545017,-0.058957,0.057611,9.519,0.248,54017.25955,0.388504,0.025754,0.001793,0.006,2,17.881262,0.409492,-0.000163,8.77E+09,2.52E+00,6.02E+00,2.98E-01,7000
377,SDSS10028,SN2005kt,"SN2005kt, 2MASS J01105805+0016343, SDSS-II SN 10028",SDSS J11058.06+001634.0,"01:10:58.06,01:10:58.1,01:10:58.032,01:10:58.056,01:10:58.05,01:10:58.051","+00:16:34.3,+00:16:34,+00:16:34.14,+00:16:34.511,+00:16:33.848,+00:16:34.1,+00:16:34.10","01:10:58.056,01:10:58,01:10:58.00","+00:16:34.0608,+00:16:34,+00:16:34.0",18.81521601,17.1075875,16.31693089,15.94885109,15.64508241,0.04295409,0.005500173,0.004010358,0.003881828,0.008007857,17.74193891,0.276132561,OSC Host,377,0.064229,0.06533,0,18.347945,0.112975,-1.201799,0.18701,0.01006,0.025413,10.531,0.0435,53693.66034,0.177004,0.0013,0.000548,0.000597,2,17.741856,0.276253,-0.000664,8.41E+10,0.00E+00,2.10E+02,6.40E-02,10000
378,SDSS2943,SN2005go,"SN2005go, SDSS-II SN 2943",A011049+0100,"01:10:49.18,01:10:49.2,01:10:49.176,01:10:49.19,01:10:49.190","+01:00:28.4,+01:00:28,+01:00:28.512,+01:00:28.224,+01:00:28.584,+01:00:28.40","01:10:49,01:10:49.00","+01:00:28,+01:00:28.0",22.27535446,23.34633962,21.90647865,22.46009819,21.74526717,0.4389179,0.4819261,0.1930984,0.429018,0.6115632,17.70520592,1.00812101,OSC Host,378,0.26405,0.2654,0,21.371914,0.117962,0.531823,0.420164,-0.02857,0.04662,8.822,0.8455,53640.49337,0.522043,0.007346,0.000968,-0.000411,2,17.704947,1.007936,-0.000385,2.23E+09,6.41E-01,3.00E+00,2.64E-01,7000
379,SDSS18463,SN2007kv,"SN2007kv, SDSS-II SN 18463",SDSS J11015.93+002819.1,"01:10:15.94,01:10:15.816,01:10:15.84","+00:28:19.2,+00:28:19.02,+00:28:19.337,+00:28:19.031,+00:28:19.3","01:10:15.936,01:10:15,01:10:15.00","+00:28:19.1352,+00:28:19,+00:28:19.0",21.68232316,20.78764445,20.04051959,19.76133362,19.65311606,0.2214713,0.04503502,0.03641634,0.04065575,0.1308646,17.5664507,0.471983308,OSC Host,379,0.26665,0.268,0,21.322503,0.120817,0.941316,0.405739,-0.043687,0.045963,10.406,0.0995,54376.51633,0.430768,0.013279,0.001308,0.002764,2,17.565994,0.472038,-0.000365,2.18E+10,5.23E+00,1.05E+00,2.67E-01,8000
380,SDSS13578,SN2006hc,"SN2006hc, SDSS-II SN 14206, SDSS-II SN 13578",SDSS J10934.78+004215.9,"01:09:34.73,01:09:34.746,01:09:34.728,01:09:34.704,01:09:34.752,01:09:34.730","+00:42:14.9,+00:42:15.72,+00:42:14.98,+00:42:14.54,+00:42:14.58,+00:42:15.721,+00:42:14.969,+00:42:14.998,+00:42:14.562,+00:42:14.569,+00:42:14.90","01:09:34.755,01:09:34.776,01:09:34,01:09:34.00","+00:42:15.387,+00:42:15.9228,+00:42:14,+00:42:14.0",22.75812781,23.06079573,22.71406211,21.77379214,21.49987703,0.5994301,0.3291067,0.3654389,0.2252706,0.5707716,17.39497403,0.704261441,OSC Host,380,0.22668,0.228,0,21.06808,0.115846,-0.245891,0.365672,-0.040327,0.03647,8.902,0.8375,53998.75913,0.388279,0.005751,0.000948,0.00108,2,17.394697,0.704158,-0.000711,2.64E+09,4.59E-01,1.28E+00,2.27E-01,10000
381,SDSS18768,SN2007lh,"SN2007lh, SDSS-II SN 18768",SDSS J10851.95+011152.0,"01:08:52.02,01:08:52.008","+01:11:52.4,+01:11:51.972,+01:11:52.368","01:08:51.996,01:08:51.96,01:08:52,01:08:52.00","+01:11:52.187,+01:11:52.008,+01:11:52,+01:11:52.0",23.80897517,25.21744805,23.001687,21.95748338,22.69427672,0.9285862,0.633144,0.3229952,0.2047214,0.8026779,17.21644747,1.197784256,OSC Host,381,0.19671,0.198,0,20.998833,0.118689,-0.446422,0.294152,-0.030251,0.037405,9.567,0.239,54378.98648,0.391012,0.008031,0.001221,0.002946,2,17.216736,1.197879,-0.000966,2.50E+09,0.00E+00,3.85E+00,1.97E-01,11000
382,SDSS16232,SN2006oj,"SN2006oj, SDSS-II SN 16232",SDSS J10849.19-005922.2,"01:08:49.20,01:08:49.296,01:08:49.272,01:08:49.30,01:08:49.301","-00:59:22.1,-00:59:22.38,-00:59:22.3908,-00:59:22.812,-00:59:22.4,-00:59:22.42","01:08:49.2,01:08:49,01:08:49.00","-00:59:22.2864,-00:59:22,-00:59:22.0",25.22943415,21.91322056,20.81423094,20.39234179,19.93909975,0.9904047,0.1446005,0.07379385,0.06872219,0.1536985,17.20504307,-0.989476809,OSC Host,382,0.36554,0.367,0,22.13649,0.137024,-0.145799,0.82901,-0.111398,0.068462,10.504,0.105,54045.02868,0.842626,0.049056,0.002465,0.026024,2,17.20541,-0.989553,-0.000224,5.95E+10,0.00E+00,6.30E+00,3.66E-01,6000
383,SDSS2165,SN2005fr,"SN2005fr, ESSENCEm001, SDSS-II SN 2165",SDSS J10821.96-000546.7,"01:08:22.02,01:08:22.0,01:08:22.01,01:08:22.008,01:08:21.984,01:08:22.020,01:08:22.010","-00:05:46.7,-00:05:47,-00:05:46.65,-00:05:46.572,-00:05:47.004,-00:05:46.4892,-00:05:46.9896,-00:05:46.72,-00:05:46.74,-00:05:46.654","01:08:21.96,01:08:22,01:08:22.00","-00:05:46.7344,-00:05:46,-00:05:46.0",22.69002791,23.22632412,22.22568181,21.78671295,21.50458819,0.6107441,0.3493391,0.2455592,0.1907593,0.4380118,17.09174007,-0.096277267,OSC Host,383,0.28662,0.288,0,21.604938,0.11978,0.477722,0.547855,-0.121457,0.042874,9.203,0.475,53634.34741,0.465033,0.01671,0.001112,0.004695,2,17.09173,-0.096247,-0.000224,5.29E+09,9.20E-01,6.04E-01,2.87E-01,10000
384,SDSS15234,SN2006kd,"SN2006kd, SDSS-II SN 15234",SDSS J10749.93+004942.9,"01:07:49.944,01:07:49.992,01:07:50.00,01:07:49.999","+00:49:42.89,+00:49:41.5,+00:49:41.12,+00:49:41.513,+00:49:41.48","01:07:49.936,01:07:49.92,01:07:50,01:07:50.00","+00:49:42.887,+00:49:42.9168,+00:49:41,+00:49:41.0",20.04646268,18.81554796,18.09548973,17.75723423,17.43614678,0.1058088,0.01745625,0.01235184,0.01427626,0.0378369,16.95809043,0.828574107,OSC Host,384,0.13508,0.1363,0,20.461573,0.113196,0.90023,0.20383,0.12776,0.027496,10.399,0.278,54032.80206,0.198382,0.001851,0.000708,0.000808,2,16.958336,0.828198,-0.001244,4.42E+10,6.65E+00,3.12E+01,1.35E-01,11000
385,SDSS3080,SN2005ga,"SN2005ga, SDSS-II SN 3080",SDSS J10743.60-010222.1,"01:07:43.76,01:07:43.8,01:07:43.752,01:07:43.759","-01:02:22.2,-01:02:22,-01:02:22.38,-01:02:22.20","01:07:43.609,01:07:43.608,01:07:43,01:07:43.00","-01:02:22.082,-01:02:22.128,-01:02:22,-01:02:22.0",20.48335839,18.94274026,18.02882474,17.57986186,17.27084953,0.09458541,0.01283003,0.008476762,0.00810675,0.02033422,16.93171369,-1.039479858,OSC Host,385,0.17374,0.175,0,20.242601,0.112831,0.120044,0.188612,-0.049739,0.023767,10.71,0.0295,53647.65296,0.142855,0.002418,0.000526,0.000513,2,16.932343,-1.039495,-0.001124,1.49E+11,0.00E+00,1.00E+02,1.74E-01,8000
386,SDSS16185,SN2006ok,"SN2006ok, SDSS-II SN 16185",SDSS J10728.34-001609.6,"01:07:28.34,01:07:28.344,01:07:28.32,01:07:28.339","-00:16:09.7,-00:16:09.732,-00:16:10.02,-00:16:09.714,-00:16:10.002,-00:16:09.70","01:07:28.341,01:07:28.344,01:07:28,01:07:28.00","-00:16:09.593,-00:16:09.6348,-00:16:09,-00:16:09.0",22.55685234,20.4456481,19.59212793,19.27453966,19.07229803,0.5092359,0.03513367,0.02551314,0.02652317,0.08351751,16.86812466,-0.269333567,OSC Host,386,0.09582,0.097,0,19.773444,0.112716,-2.309599,0.224051,0.069933,0.025445,9.507,0.0095,54053.89109,0.146951,0.001706,0.000589,0.000816,2,16.868069,-0.269365,-0.001081,9.07E+09,0.00E+00,1.02E+01,9.60E-02,9000
387,SDSS18740,SN2007mc,"SN2007mc, SDSS-II SN 18740",SDSS J10725.69+010237.3,"01:07:25.70,01:07:25.248,01:07:25.272,01:07:25.28","+01:02:37.4,+01:02:37.248,+01:02:37.5","01:07:25.704,01:07:25,01:07:25.00","+01:02:37.356,+01:02:37,+01:02:37.0",20.84718694,19.15540546,18.27326744,17.86998194,17.52589977,0.1747325,0.01940737,0.01332501,0.01443594,0.03675938,16.8570684,1.043748044,OSC Host,387,0.15575,0.157,0,20.174029,0.111931,-0.034977,0.125853,0.024848,0.022343,10.454,0.112,54391.80575,0.107531,0.000838,0.000467,0.000325,2,16.855324,1.043746,-0.001207,9.84E+10,0.00E+00,4.62E+01,1.56E-01,9000
388,sn2000dk,SN2000dk,"SN2000dk, AAVSO 0101+31",NGC 382,"01:07:23.52,01:07:23.520","+32:24:23.2,+32:24:23.18","01:07:24,01:07:23.75","+32:24:13,+32:24:13.4",15.6565975,13.82081102,13.01094604,12.59051312,12.30517574,0.01023529,0.001907769,0.001750758,0.001748952,0.002403829,16.84976474,32.40402753,OSC Host,388,0.017483,0.017442,0,15.364415,0.150122,-2.112751,0.10596,-0.026834,0.025355,10.476629,0.374166,51812.38711,0.097838,0.000278,0.000563,-2.70E-05,3,16.848,32.406444,-0.008744,1.19E+11,0.00E+00,2.21E+02,1.70E-02,11000
389,SDSS20687,SN2007ri,"SN2007ri, 2MASS J01065227+0109141, SDSS-II SN 20687",SDSS J10652.28+010913.9,"01:06:52.28,01:06:52.344,01:06:52.32,01:06:52.35","+01:09:14.2,+01:09:14.652,+01:09:14.364,+01:09:14.6","01:06:52.296,01:06:52,01:06:52.00","+01:09:13.968,+01:09:14,+01:09:14.0",24.12925945,23.35645876,22.55552372,22.16377429,20.91625783,0.9791839,0.2661705,0.2114428,0.3051633,0.3296602,16.71884416,1.155225611,OSC Host,389,0.18772,0.189,0,21.111734,0.118492,-0.570147,0.691649,0.148525,0.045453,10.772,0.092,54421.00571,0.726689,0.008208,0.001259,0.009785,2,16.718126,1.154068,-0.001033,1.61E+09,2.43E-01,1.61E+00,1.88E-01,11000
390,SDSS19341,SN2007nf,"SN2007nf, 2MASS J01032659+0019538, SDSS-II SN 19341",SDSS J10326.60+001953.8,"01:03:26.600,01:03:26.448,01:03:26.472,01:03:26.47","+00:19:53.83,+00:19:52.64,+00:19:53.018,+00:19:53.0","01:03:26.602,01:03:26.616,01:03:26,01:03:26.00","+00:19:53.832,+00:19:53.7996,+00:19:53,+00:19:53.0",21.5948626,19.98700209,18.72844085,18.23626796,17.93685481,0.2136713,0.02468975,0.01268559,0.01145162,0.03406074,15.86085993,0.331599343,OSC Host,390,0.22667,0.228,0,21.43872,0.118938,-1.54953,0.369021,0.033312,0.043363,10.711,0.0045,54393.20353,0.315061,0.00832,0.001228,0.001441,2,15.860297,0.331394,-0.000711,1.48E+11,0.00E+00,4.16E+00,2.27E-01,8000
391,SDSS15203,SN2006jy,"SN2006jy, SDSS-II SN 15203",SDSS J10256.34+001058.8,"01:02:56.35,01:02:56.328,01:02:56.34,01:02:56.340","+00:10:58.9,+00:10:59.12,+00:10:58.87,+00:10:59.113,+00:10:58.858,+00:10:59.2,+00:10:59.20","01:02:56.342,01:02:56.352,01:02:56,01:02:56.00","+00:10:58.899,+00:10:58.818,+00:10:59,+00:10:59.0",23.51418372,21.12214864,20.07851733,19.6793023,19.51363656,1.178799,0.05135892,0.0338362,0.03412934,0.1060839,15.7347585,0.183027403,OSC Host,391,0.21468,0.216,0,20.730053,0.114437,1.114217,0.263445,-0.024767,0.032008,10.047,0.185,54027.17981,0.268008,0.003543,0.000828,0.000709,2,15.734715,0.183087,-0.000817,3.64E+10,0.00E+00,1.33E+01,2.15E-01,8000
392,SDSS762,SN2005eg,"SN2005eg, SDSS-II SN 762",SDSS J10208.65-005246.7,"01:02:08.49,01:02:08.5,01:02:08.472,01:02:08.448,01:02:08.50,01:02:08.501","-00:52:44.5,-00:52:45,-00:52:44.364,-00:52:44.652,-00:52:44.3316,-00:52:44.6484,-00:52:44.4,-00:52:44.40","01:02:08.650,01:02:08.664,01:02:08,01:02:08.00","-00:52:46.766,-00:52:46.7544,-00:52:44,-00:52:44.0",20.7605495,18.76856483,17.78521069,17.33512214,17.04256133,0.1905598,0.01610715,0.009535895,0.009198802,0.02397165,15.53603669,-0.879654758,OSC Host,392,0.1901,0.1914,0,20.632628,0.114249,1.125919,0.267088,-0.038817,0.030249,10.957,0.0825,53625.14925,0.28281,0.003804,0.000746,0.000707,2,15.535334,-0.878981,-0.001016,2.28E+11,0.00E+00,5.77E+01,1.90E-01,8000
393,SDSS15433,SN2006mt,"SN2006mt, SDSS-II SN 15433",SDSS J05931.05-001524.1,"00:59:31.06,00:59:31.104,00:59:31.12,00:59:31.121","-00:15:24.2,-00:15:23.436,-00:15:23.832,-00:15:23.4468,-00:15:23.8212,-00:15:23.5,-00:15:23.51","00:59:31.050,00:59:31.056,00:59:31,00:59:31.00","-00:15:24.184,-00:15:24.1848,-00:15:23,-00:15:23.0",22.0844157,20.25682316,19.13591018,18.64656913,18.33972398,0.3617524,0.03034268,0.01886498,0.01733737,0.04975103,14.87941232,-0.25669949,OSC Host,393,0.21976,0.2211,0,20.943822,0.114935,-0.088272,0.258088,-0.067736,0.034762,10.585,0.0975,54037.38335,0.249863,0.003603,0.000851,0.001033,2,14.879633,-0.256513,-0.000772,9.54E+10,0.00E+00,1.01E+01,2.20E-01,8000
394,SDSS3901,SN2005ho,"SN2005ho, SDSS-II SN 3901",SDSS J05924.10+000009.4,"00:59:24.096,00:59:24.1,00:59:24.10,00:59:24.101","+00:00:09.44,+00:00:09,+00:00:09.4,+00:00:09.1,+00:00:09.34,+00:00:09.08,+00:00:09.40","00:59:24.12,00:59:24.106,00:59:24.096,00:59:24,00:59:24.00","+00:00:10,+00:00:09.444,+00:00:09.4468,+00:00:09,+00:00:09.0",18.1319375,17.14786549,16.88837236,16.63387591,16.48279414,0.02915446,0.006353639,0.006976368,0.007722421,0.02442499,14.85047227,0.002649217,OSC Host,394,0.062818,0.06282,0,18.039954,0.112357,1.183262,0.076543,0.041002,0.023476,9.74,0.051,53657.00022,0.090698,9.90E-05,0.000453,-0.000244,2,14.850435,0.002595,-0.000638,2.43E+10,4.23E+00,5.70E+02,6.30E-02,10000
395,sn2006nz,SN2006nz,"SN2006nz, SDSS-II SN 16280",SDSS J05629.21-011336.3,"00:56:29.21,00:56:29.208,00:56:29.184,00:56:29.210","-01:13:36.1,-01:13:36.228,-01:13:36.156,-01:13:36.48,-01:13:36.08","00:56:29.208,00:56:29,00:56:29.00","-01:13:36.3,-01:13:36,-01:13:36.0",18.22853354,16.46051219,15.6651354,15.28261715,14.97403462,0.02507998,0.003985725,0.003203751,0.003196426,0.005882222,14.12170794,-1.226764215,OSC Host,395,0.03695,0.03809,0,18.130272,0.114021,-2.862959,0.215797,0.22881,0.02026,5,10,54057.61721,0.10014,0.001427,0.000334,0.000841,2,14.121691,-1.226708,-4.70E-05,4.80E+10,0.00E+00,8.67E+01,3.70E-02,10000
