,JLA_name,OSC_name,Aliases,Host,RA,DEC,Host_RA,Host_DEC,global_u,global_g,global_r,global_i,global_z,global_u_err,global_g_err,global_r_err,global_i_err,global_z_err,SDSS_RA,SDSS_DEC,Flag,Unnamed: 0,zcmb,zhel,dz,mb,dmb,x1,dx1,color,dcolor,3rdvar,d3rdvar,tmax,dtmax,cov_m_s,cov_m_c,cov_s_c,set,ra,dec,biascor,ZPEG_StMass,ZPEG_SFR(Msol/an),ZPEG_Chi2/(nobs_tot-3),ZPEG_Redshift,ZPEG_Age(Myr)
117,SDSS16350,SN2006ph,"SN2006ph, SDSS-II SN 16350",SDSS J13433.31-005305.9,"21:34:33.36,21:34:33.48,21:34:33.480","-00:53:05.9,-00:53:08.988,-00:53:08.9916,-00:53:09.3264,-00:53:09.0,-00:53:08.99","21:34:33.36,21:34:33,21:34:33.00","-00:53:05.9136,-00:53:09,-00:53:09.0",20.88056686,20.0743555,18.97366193,18.54848765,18.31827532,0.2329364,0.04031249,0.02253458,0.02332913,0.06795178,323.6388253,-0.884991834,OSC Host,117,0.23472,0.2361,0,21.130073,0.116813,-1.345527,0.544367,-0.090072,0.043795,10.525,0.069,54054.12812,0.441841,0.010202,0.001209,0.006173,2,-36.360512,-0.885831,-0.000638,1.27E+11,0.00E+00,2.66E+01,2.35E-01,8000
118,SDSS15301,SN2006lo,"SN2006lo, SDSS-II SN 15301",SDSS J13419.18+003519.6,"21:34:19.20,21:34:19.2,21:34:19.18,21:34:19.181","+00:35:19.6,+00:35:20.8,+00:35:20.65,+00:35:20.782,+00:35:20.634,+00:35:20.80","21:34:19.2,21:34:19,21:34:19.00","+00:35:19.6404,+00:35:20,+00:35:20.0",21.86275209,20.75043224,19.98280698,19.6112936,19.41285095,0.2945408,0.05227102,0.04843815,0.04684394,0.1342219,323.579973,0.588744323,OSC Host,118,0.2466,0.248,0,20.665733,0.114128,-0.338697,0.200401,-0.138562,0.033038,10.28,0.22,54035.91158,0.214746,0.002317,0.000768,0.00092,2,-36.420082,0.589106,-0.000533,2.83E+10,4.92E+00,1.09E+00,2.47E-01,10000
119,SDSS19425,SN2007ow,"SN2007ow, SDSS-II SN 19425",SDSS J13402.02-004426.3,"21:34:01.92,21:34:02.16,21:34:02.09","-00:44:26.3,-00:44:25.8684,-00:44:26.0916,-00:44:25.9","21:34:01.92,21:34:02,21:34:02.00","-00:44:26.3004,-00:44:25,-00:44:25.0",24.63421558,21.2814437,19.73046453,19.28690142,18.98718158,1.690266,0.0788964,0.03447765,0.03163908,0.07601962,323.50845,-0.74062797,OSC Host,119,0.21025,0.2116,0,21.64322,0.128931,-1.60431,0.46529,0.13062,0.056057,10.39,0.179,54392.86929,0.421973,0.019586,0.002822,0.008218,2,-36.491306,-0.740519,-0.000855,5.81E+10,0.00E+00,6.34E+00,2.10E-01,11000
120,SDSS17389,SN2007ih,"SN2007ih, SDSS-II SN 17389",SDSS J13310.81-005736.2,"21:33:10.800,21:33:10.8,21:33:10.77,21:33:10.769","-00:57:36.30,-00:57:37.008,-00:57:36.54,-00:57:37.0116,-00:57:36.5,-00:57:36.50","21:33:10.781,21:33:10.8,21:33:10,21:33:10.00","-00:57:36.533,-00:57:36.2196,-00:57:36,-00:57:36.0",22.18549421,20.45466518,19.77089563,19.43511745,19.05769369,0.4547528,0.04225788,0.0327168,0.03708955,0.09705529,323.2950455,-0.960093757,OSC Host,120,0.1707,0.172,0,20.780026,0.115438,1.13039,0.371505,0.058277,0.032568,9.793,0.1945,54352.99333,0.396311,0.006604,0.00088,0.001056,2,-36.705124,-0.96015,-0.001141,1.65E+10,2.48E+00,3.41E+00,1.71E-01,11000
121,SDSS6936,SN2005jl,"SN2005jl, SDSS-II SN 6936",SDSS J13256.13-004200.2,"21:32:56.160,21:32:56.1,21:32:56.16,21:32:56.12,21:32:56.119","-00:42:00.21,-00:41:59,-00:41:59.208,-00:41:59.496,-00:41:59.2116,-00:41:59.5032,-00:41:59.2,-00:41:59.21","21:32:56.16,21:32:56,21:32:56.00","-00:42:00.2052,-00:41:59,-00:41:59.0",21.16705236,19.92191768,19.26290958,18.94097949,18.73289601,0.2903583,0.03650067,0.02929338,0.0296533,0.1000212,323.2338726,-0.69997949,OSC Host,121,0.17969,0.181,0,20.567027,0.113497,0.027587,0.307512,-0.021299,0.028689,10.365,0.2415,53680.61937,0.313307,0.002734,0.000665,0.001552,2,-36.76619,-0.699781,-0.001088,2.97E+10,4.47E+00,9.86E-01,1.80E-01,11000
122,SDSS6699,SN2005ik,"SN2005ik, SDSS-II SN 6699",SDSS J13115.62-010326.3,"21:31:15.60,21:31:15.6,21:31:15.600","-01:03:25.2,-01:03:25,-01:03:25.164,-01:03:25.452,-01:03:25.20","21:31:15.6,21:31:15,21:31:15.00","-01:03:26.352,-01:03:25,-01:03:25.0",23.81419284,21.72561654,20.54016852,20.01718275,19.82951552,1.34808,0.1053036,0.05522235,0.04819394,0.1503607,322.8151625,-1.057263218,OSC Host,122,0.30915,0.3106,0,21.797035,0.122358,-0.673205,0.833007,-0.139232,0.048378,10.734,0.4785,53675.41442,0.576672,0.02982,0.000985,0.009638,2,-37.185024,-1.056985,-0.000116,5.72E+10,0.00E+00,3.97E+00,3.09E-01,7000
123,SDSS20144,SN2007ql,"SN2007ql, SDSS-II SN 20144",SDSS J12943.71+002640.8,"21:29:43.66,21:29:43.68","+00:26:40.6,+00:26:40.643,+00:26:40.438","21:29:43.68,21:29:43,21:29:43.00","+00:26:40.8876,+00:26:40,+00:26:40.0",23.05223967,21.54511791,20.81628087,20.4250614,19.42959289,0.6322393,0.08988073,0.07649319,0.06998024,0.1406936,322.4321754,0.444653159,OSC Host,123,0.21865,0.22,0,20.772595,0.11463,0.204476,0.593762,-0.096868,0.033335,9.762,0.2385,54415.95898,0.541946,0.00851,0.000845,0.005014,2,-37.568096,0.444623,-0.000782,1.17E+10,1.76E+00,7.25E+00,2.19E-01,11000
124,SDSS17552,SN2007jl,"SN2007jl, SDSS-II SN 17552",SDSS J12917.10-010010.1,"21:29:17.04,21:29:16.8,21:29:16.94","-01:00:10.1,-01:00:11.808,-01:00:11.448,-01:00:11.5","21:29:17.04,21:29:16,21:29:16.00","-01:00:10.116,-01:00:11,-01:00:11.0",22.36020059,24.70506105,24.38206011,24.24681306,22.6468928,0.2853521,0.5325095,0.6401114,0.7351057,0.6840507,322.3213117,-1.001521838,OSC Host,124,0.24862,0.25,0,21.302566,0.11712,1.242872,0.405157,0.000278,0.041987,10.483,0.108,54357.26759,0.494621,0.007112,0.001051,0.000398,2,-37.679447,-1.003178,-0.000515,4.28E+08,1.03E-01,5.36E+00,2.49E-01,8000
125,sn2006oa,SN2006oa,"SN2006oa, SDSS-II SN 16314",SDSS J12342.97-005034.7,"21:23:42.960,21:23:42.96,21:23:42.94,21:23:42.941","-00:50:35.02,-00:50:36.6,-00:50:36.492,-00:50:36.4884,-00:50:36.708,-00:50:36.5,-00:50:36.49","21:23:42.96,21:23:42,21:23:42.00","-00:50:35.16,-00:50:34.7028,-00:50:36,-00:50:36.0",20.3461367,19.18323008,18.87405938,18.79554801,18.4673267,0.2999266,0.05571852,0.04082555,0.04928868,0.1357639,320.9289404,-0.843098357,OSC Host,125,0.060959,0.06255,0,17.836262,0.11093,0.908837,0.15343,-0.041039,0.016125,8.985,0.118,54067.12865,0.125787,0.000635,0.000218,0.000249,2,-39.071068,-0.843469,-0.000603,3.27E+09,5.70E-01,1.66E+01,6.10E-02,10000
126,SDSS15467,SDSS-II SN 15467,SDSS-II SN 15467,SDSS J12004.82-001038.4,"21:20:04.800,21:20:04.8","-00:10:38.48,-00:10:39.108,-00:10:38.7876","21:20:04.827,21:20:04.8","-00:10:38.477,-00:10:38.478",20.206643,18.79090296,18.19245343,17.93911721,18.00440302,0.159848,0.02069148,0.01656893,0.01709817,0.06931035,320.0201377,-0.177375858,OSC Host,126,0.2091,0.21041,0,20.592027,0.115699,0.80126,0.260652,-0.067945,0.03346,10.402,0.25,54038.90215,0.194597,0.005697,0.000954,0.002154,2,-39.980064,-0.177441,-0.000865,6.74E+10,1.62E+01,2.32E+01,2.09E-01,8000
127,SDSS15453,SN2006ky,"SN2006ky, SDSS-II SN 15453",SDSS J11840.41-010127.2,"21:18:40.320,21:18:40.32,21:18:40.40,21:18:40.399","-01:01:27.26,-01:01:27.444,-01:01:27.768,-01:01:27.4,-01:01:27.41","21:18:40.430,21:18:40.32,21:18:40,21:18:40.00","-01:01:27.268,-01:01:27.264,-01:01:27,-01:01:27.0",22.32600259,22.20075137,21.90155565,21.63998863,22.19090144,0.5544958,0.2617328,0.1819849,0.1827931,0.7679189,319.6685289,-1.02425531,OSC Host,127,0.17373,0.175,0,20.54928,0.114314,1.150037,0.253016,-0.024265,0.028594,8.651,0.296,54038.18056,0.181712,0.004879,0.00073,0.001848,2,-40.331696,-1.024288,-0.001124,1.49E+09,3.58E-01,1.22E+00,1.74E-01,8000
128,SDSS19775,SN2007pc,"SN2007pc, 2MASS J21154946+0039049, SDSS-II SN 19775",SDSS J11549.47+003904.4,"21:15:49.47,21:15:49.44,21:15:49.46","+00:39:05.0,+00:39:04.32,+00:39:04.6404,+00:39:04.3272,+00:39:04.7","21:15:49.475,21:15:49.44,21:15:49,21:15:49.00","+00:39:04.368,+00:39:04.4028,+00:39:04,+00:39:04.0",20.64038086,19.30244453,18.32834081,17.46510815,17.57371033,0.1697,0.02113887,0.01324027,0.01028029,0.03334346,318.9578164,0.652189961,OSC Host,128,0.13668,0.1379,0,20.268803,0.113428,-0.228704,0.199062,0.093699,0.028261,10.567,0.224,54404.42565,0.182811,0.00208,0.000738,0.001031,2,-41.043903,0.651289,-0.001244,9.20E+10,0.00E+00,3.57E+02,1.37E-01,11000
129,SDSS15129,SN2006kq,"SN2006kq, 2MASS J21153649-0019181, SDSS-II SN 15129",SDSS J11536.49-001918.1,"21:15:36.49,21:15:36.48,21:15:36.58,21:15:36.581","-00:19:18.2,-00:19:17.04,-00:19:17.148,-00:19:17.436,-00:19:17.1588,-00:19:17.4216,-00:19:17.1,-00:19:17.11","21:15:36.48,21:15:36.497,21:15:36,21:15:36.00","-00:19:18.12,-00:19:18.127,-00:19:18.1668,-00:19:17,-00:19:17.0",22.25375212,23.16383196,23.17363964,24.25850386,22.74597651,0.2752602,0.2438059,0.3547138,0.6517732,0.6424489,318.9017807,-0.322531086,OSC Host,129,0.19699,0.19828,0,20.684448,0.114008,-0.774077,0.222962,-0.070545,0.031567,10.796,0.281,54023.82381,0.250777,0.002585,0.000732,0.000355,2,-41.09761,-0.321433,-0.000964,4.57E+08,1.10E-01,9.78E+00,1.97E-01,8000
130,SDSS14024,SN2006ht,"SN2006ht, 2MASS J21124818+0055043, SDSS-II SN 14024",SDSS J11247.49+005459.4,"21:12:48.189,21:12:47.76,21:12:47.66,21:12:47.659","+00:55:04.36,+00:54:58.86,+00:54:58.57,+00:54:58.853,+00:54:58.568,+00:54:58.8,+00:54:58.79","21:12:47.483,21:12:47.52,21:12:47,21:12:47.00","+00:54:59.313,+00:54:59.4324,+00:54:58,+00:54:58.0",25.23970205,22.72228041,22.8546013,21.9562954,22.40701435,1.147525,0.3129982,0.5595785,0.3761613,1.315053,318.1985745,0.916583484,OSC Host,130,0.14478,0.146,0,20.466614,0.114439,-1.922932,0.195002,0.03787,0.031511,8.378,0.979,54011.16177,0.204867,0.001906,0.000863,0.000786,2,-41.801437,0.916348,-0.001236,9.10E+08,1.37E-01,1.24E+00,1.45E-01,11000
131,SDSS1794,SN2005fj,"SN2005fj, SDSS-II SN 1794",SDSS J11120.86-002643.4,"21:11:20.85,21:11:20.9,21:11:20.88,21:11:20.851","-00:26:43.3,-00:26:43,-00:26:43.332,-00:26:43.1988,-00:26:43.4652,-00:26:43.30","21:11:20.88,21:11:20,21:11:20.00","-00:26:43.4004,-00:26:43,-00:26:43.0",21.85510079,20.59764768,20.18141977,20.02138131,20.14839841,0.5659169,0.06211284,0.05764211,0.07291857,0.3412392,317.8370078,-0.445374507,OSC Host,131,0.14139,0.1426,0,20.083504,0.113002,1.153668,0.317399,0.030808,0.025736,9.7,0.596,53624.72013,0.552737,0.000467,0.000618,0.000402,2,-42.163181,-0.445333,-0.00124,5.42E+09,1.10E+00,4.95E+00,1.41E-01,9000
132,SDSS13727,SN2006hj,"SN2006hj, SDSS-II SN 13727",SDSS J11020.97+005556.3,"21:10:20.88,21:10:21.12,21:10:21.14,21:10:21.139","+00:55:56.4,+00:55:57.43,+00:55:57.22,+00:55:57.205,+00:55:57.5,+00:55:57.50","21:10:20.977,21:10:20.88,21:10:21,21:10:21.00","+00:55:56.485,+00:55:56.3952,+00:55:57,+00:55:57.0",21.82806855,20.64819225,20.130656,19.87445028,19.81846361,0.645287,0.07397494,0.06796467,0.08066612,0.2894515,317.587468,0.932381964,OSC Host,132,0.21971,0.221,0,20.855502,0.115514,1.253108,0.342124,-0.040277,0.035174,9.62,0.1695,54004.88011,0.326901,0.006424,0.000909,0.001788,2,-42.411919,0.93262,-0.000773,1.32E+10,3.17E+00,1.24E+00,2.20E-01,8000
133,SDSS12853,SN2006ey,"SN2006ey, 2MASS J21070356+0043239, SDSS-II SN 12853",SDSS J10703.55+004324.2,"21:07:03.563,21:07:03.84,21:07:03.6,21:07:03.73,21:07:03.730","+00:43:23.95,+00:43:23.05,+00:43:22.87,+00:43:22.879,+00:43:23.1,+00:43:23.09","21:07:03.567,21:07:03.6,21:07:03,21:07:03.00","+00:43:24.279,+00:43:24.2544,+00:43:23,+00:43:23.0",19.69999423,19.00463541,18.54197781,18.13902497,18.50007634,0.06432436,0.0150712,0.01184266,0.01183892,0.04538365,316.7648596,0.723415327,OSC Host,133,0.16817,0.1694,0,20.17402,0.116716,-0.580103,0.345009,-0.061756,0.031989,10.467,0.2205,53979.29347,0.325165,0.009354,0.001002,0.003283,2,-43.234436,0.72307,-0.001154,3.13E+10,7.51E+00,1.20E+02,1.68E-01,8000
134,SDSS14019,SN2006ki,"SN2006ki, SDSS-II SN 14019",SDSS J10634.17-003855.0,"21:06:34.18,21:06:34.08,21:06:34.181","-00:38:52.6,-00:38:52.62,-00:38:52.764,-00:38:52.6272,-00:38:52.7568,-00:38:52.58","21:06:34.175,21:06:34.08,21:06:34,21:06:34.00","-00:38:55.027,-00:38:55.0716,-00:38:52,-00:38:52.0",20.58521965,20.18352691,19.56247956,19.36133316,18.78108956,0.2858196,0.07727725,0.05899496,0.07455555,0.1565741,316.6423704,-0.648593143,OSC Host,134,0.21513,0.2164,0,21.433042,0.120494,-0.316436,0.38778,-0.021846,0.04555,9.67,0.04,54012.20233,0.396852,0.010555,0.00158,0.003864,2,-43.357578,-0.647952,-0.000813,2.06E+10,4.94E+00,2.20E+00,2.15E-01,8000
135,SDSS17801,SN2007ko,"SN2007ko, SDSS-II SN 17801",SDSS J10422.51-005354.4,"21:04:22.37,21:04:22.32","-00:53:52.8,-00:53:53.016,-00:53:52.8864,-00:53:52.998","21:04:22.515,21:04:22.56,21:04:22,21:04:22.00","-00:53:54.415,-00:53:54.402,-00:53:52,-00:53:52.0",20.78371923,22.05618454,22.21501204,24.06169412,22.64223971,0.1975744,0.2706976,0.4097718,1.822556,1.456453,316.0945,-0.898358433,OSC Host,135,0.20515,0.2064,0,21.18231,0.131465,-0.677573,0.479734,-0.017143,0.054168,11.251,0.0065,54365.72246,0.329793,0.026611,0.002937,0.010669,2,-43.906799,-0.898024,-0.000898,1.93E+09,4.63E-01,1.33E+01,2.05E-01,8000
136,SDSS2916,SN2005fz,"SN2005fz, SDSS-II SN 2916",SDSS J10341.34+003410.3,"21:03:41.22,21:03:41.28,22:03:41.21,22:03:41.210","+00:34:10.3,+00:34:10.42,+00:34:10.13,+00:34:10.438,+00:34:10.124","21:03:41.089,21:03:41.28,22:03:41,22:03:41.00","+00:34:05.554,+00:34:10.3188,+00:34:10,+00:34:10.0",19.06506432,18.01081136,17.68559924,17.5757159,17.49475805,0.03165624,0.007495832,0.006804924,0.007780624,0.01859528,315.9222901,0.569536703,OSC Host,136,0.12303,0.1242,0,19.970954,0.119632,-0.872609,0.235871,0.056872,0.034899,10.428,0.4015,53643.89248,0.164405,0.007986,0.001475,0.003521,2,-44.078281,0.569566,-0.00123,3.88E+10,7.86E+00,7.78E+02,1.23E-01,9000
137,SDSS17366,SN2007hz,"SN2007hz, SDSS-II SN 17366",SDSS J10308.39-010152.2,"21:03:08.95,21:03:08.88,21:03:08.950","-01:01:45.1,-01:01:45.336,-01:01:45.048,-01:01:45.08","21:03:09.221,21:03:08.4,21:03:08,21:03:08.00","-01:01:51.675,-01:01:52.212,-01:01:45,-01:01:45.0",24.52765469,23.72635206,23.78859996,21.84206776,23.29110137,1.520026,0.6579997,0.9153055,0.2686789,0.9656594,315.788321,-1.030996665,OSC Host,137,0.13811,0.13929,0,19.554935,0.112284,0.567102,0.165926,-0.095614,0.022655,10.756,0.322,54351.46402,0.251076,0.001203,0.000493,0.000168,2,-44.212711,-1.029184,-0.001243,9.40E+08,0.00E+00,2.56E+00,1.38E-01,9000
138,SDSS19940,SN2007pa,"SN2007pa, SDSS-II SN 19940",A210134-0016,"21:01:34.560,21:01:34.32,21:01:34.56,21:01:34.45","-00:16:07.56,-00:16:06.78,-00:16:06.6252,-00:16:06.7764,-00:16:06.6","21:01:34,21:01:34.00","-00:16:06,-00:16:06.0",22.72734847,23.64986062,22.12051887,22.07172053,22.7488065,0.506952,0.4422478,0.1886119,0.2480471,0.9787804,315.3913183,-0.267957665,OSC Host,138,0.14582,0.147,0,19.800673,0.112189,1.044495,0.206385,-0.004648,0.024568,5,10,54407.77942,0.176588,0.00141,0.000562,0.000988,2,-44.606461,-0.268507,-0.001234,1.85E+09,0.00E+00,2.85E+00,1.46E-01,9000
139,SDSS13411,SDSS-II SN 13411,SDSS-II SN 13411,SDSS J10045.53+001130.2,"21:00:45.600,21:00:45.6","+00:11:30.17,+00:11:29.83,+00:11:29.983","21:00:45.535,21:00:45.6","+00:11:30.176,+00:11:30.2136",23.99861712,22.14871785,21.09277235,20.83912434,20.99461496,1.211457,0.1406317,0.08714706,0.09597349,0.4691166,315.1906257,0.192031751,OSC Host,139,0.1618,0.163,0,20.328307,0.120879,1.786215,0.373604,0.019766,0.034148,8.508,0.2565,53987.45979,0.302829,0.014639,0.0013,0.003839,2,-44.810047,0.191662,-0.001184,6.68E+09,0.00E+00,2.17E+00,1.62E-01,8000
140,SDSS21042,SN2007qz,"SN2007qz, SDSS-II SN 21042",SDSS J10002.80+004937.7,"21:00:02.77,21:00:02.88,21:00:02.64","+00:49:39.3,+00:49:39.328,+00:49:39.176","21:00:02.88,21:00:02,21:00:02.00","+00:49:37.7436,+00:49:39,+00:49:39.0",23.15748499,21.60425924,21.26405882,21.25882861,22.5372941,0.8021283,0.0836238,0.08961048,0.1239475,0.7895263,315.0116749,0.827156101,OSC Host,140,0.31065,0.312,0,21.379309,0.124489,1.245043,0.754123,-0.095517,0.050719,9.113,0.5805,54423.40283,0.744704,0.02325,0.001082,0.0081,2,-44.98843,0.827591,-0.000111,7.91E+09,2.27E+00,1.64E+01,3.11E-01,7000
141,SDSS14298,SN2006jj,"SN2006jj, SDSS-II SN 14298",A205934+0113,"20:59:34.81,20:59:34.8,20:59:34.810","+01:13:23.7,+01:13:23.736,+01:13:23.412,+01:13:23.70","20:59:34,20:59:34.00","+01:13:23,+01:13:23.0",23.62501705,22.4536797,21.86267519,21.41183038,21.66942141,1.929918,0.406343,0.2202344,0.1695647,0.5508958,314.892133,1.223197841,OSC Host,141,0.2607,0.262,0,21.261083,0.117389,1.298349,0.380957,-0.080943,0.042088,5,10,54012.46743,0.338976,0.008819,0.000899,0.001041,2,-45.10495,1.223257,-0.000412,4.19E+09,1.01E+00,3.70E-01,2.61E-01,8000
142,SDSS14984,SN2006js,"SN2006js, SDSS-II SN 14984",SDSS J05520.03-000536.5,"20:55:20.06,20:55:20.16,20:55:19.92,20:55:20.059","-00:05:34.0,-00:05:34.044,-00:05:34.188,-00:05:34.1844,-00:05:34.01","20:55:20.039,20:55:19.92,20:55:20,20:55:20.00","-00:05:36.416,-00:05:36.5017,-00:05:34,-00:05:34.0",23.097966,23.14527375,23.16492979,20.69398679,22.69927029,0.7311882,0.3302233,0.4228309,0.06503905,0.8302816,313.8338292,-0.09349343,OSC Host,142,0.1828,0.184,0,20.867304,0.115225,1.015744,0.332625,0.072977,0.032474,10.083,0.1295,54024.80217,0.319621,0.005804,0.000907,0.001715,2,-46.166435,-0.09279,-0.001067,6.90E+09,0.00E+00,4.43E+01,1.83E-01,11000
143,SDSS15648,SN2006ni,"SN2006ni, 2MASS J20545251-0011448, SDSS-II SN 15648",SDSS J05452.51-001144.9,"20:54:52.515,20:54:52.32,20:54:52.41,20:54:52.409","-00:11:44.88,-00:11:41.352,-00:11:41.568,-00:11:41.3628,-00:11:41.5644,-00:11:41.4,-00:11:41.39","20:54:52.507,20:54:52.56,20:54:52,20:54:52.00","-00:11:44.923,-00:11:44.9484,-00:11:41,-00:11:41.0",20.42323424,18.58445467,17.42346518,16.98503191,16.61664844,0.1643108,0.01405553,0.007747895,0.007432815,0.01940153,313.7187979,-0.195833058,OSC Host,143,0.17383,0.17502,0,21.032398,0.122163,-1.45375,0.357753,0.113585,0.043923,11.175,0.1235,54042.56894,0.290054,0.012903,0.001872,0.006138,2,-46.281616,-0.194823,-0.001123,2.74E+11,0.00E+00,6.81E+00,1.74E-01,9000
144,SDSS16737,SN2006qc,"SN2006qc, SDSS-II SN 16737",SDSS J05119.86-005707.6,"20:51:19.84,20:51:19.92,20:51:19.841","-00:57:08.4,-00:57:08.352,-00:57:08.3592,-00:57:08.5644,-00:57:08.39","20:51:19.92,20:51:19,20:51:19.00","-00:57:07.6968,-00:57:08,-00:57:08.0",23.27372316,21.04217627,20.25480882,19.73238546,19.65936648,1.082623,0.07292235,0.04507245,0.04014138,0.1252439,312.8327709,-0.952109828,OSC Host,144,0.1988,0.2,0,20.519882,0.124264,-0.44361,0.714551,-0.075727,0.045945,10.07,0.369,54068.7572,0.946165,-0.008166,0.000504,0.010785,2,-47.16732,-0.952322,-0.00095,1.59E+10,2.39E+00,8.71E+00,1.99E-01,11000
145,SDSS12883,SN2006fr,"SN2006fr, SDSS-II SN 12883",SDSS J05030.21+002354.6,"20:50:30.21,20:50:30.24,20:50:30.31,20:50:30.211","+00:23:55.3,+00:23:55.21,+00:23:55.198,+00:23:55,+00:23:55.28","20:50:30.24,20:50:30,20:50:30.00","+00:23:54.6648,+00:23:55,+00:23:55.0",21.80143054,20.3443195,19.01417168,18.5223079,18.13234472,0.7206133,0.08168779,0.02579453,0.02084848,0.05535392,312.6258713,0.39850242,OSC Host,145,0.30569,0.307,0,21.588074,0.1459,-1.955498,0.844199,-0.057713,0.072093,10.972,0.1485,53980.13148,0.813259,0.064147,0.003606,0.022383,2,-47.374107,0.398666,-0.000128,2.22E+11,0.00E+00,8.05E+00,3.06E-01,7000
146,SDSS5994,SN2005ht,"SN2005ht, SDSS-II SN 5994",A205024-0010,"20:50:24.60,20:50:24.6,20:50:24.72,20:50:24.48,20:50:24.61,20:50:24.610","-00:10:04.4,-00:10:04,-00:10:04.404,-00:10:04.62,-00:10:04.4004,-00:10:04.6236,-00:10:04.40","20:50:24,20:50:24.00","-00:10:04,-00:10:04.0",25.2408174,24.78326702,23.48432139,21.72568668,20.94340704,0.6742218,0.6538833,0.5771722,0.1814151,0.3623129,312.6014358,-0.16789873,OSC SN,146,0.18581,0.187,0,20.479366,0.114889,0.746501,0.260368,-0.061663,0.028712,11.56,0.166,53665.74033,0.265503,0.005127,0.000742,0.001359,2,-47.397449,-0.167889,-0.001047,2.98E+09,0.00E+00,5.42E+00,1.86E-01,11000
147,SDSS18241,SN2007ks,"SN2007ks, SDSS-II SN 18241",SDSS J04933.01-004543.0,"20:49:33.120,20:49:33.12,20:49:33.06","-00:45:42.94,-00:45:42.552,-00:45:42.2028,-00:45:42.5628,-00:45:42.2","20:49:33.003,20:49:33.12,20:49:33,20:49:33.00","-00:45:42.944,-00:45:43.0776,-00:45:42,-00:45:42.0",24.1252972,23.79751542,21.3577421,20.54903044,20.79159891,1.050447,0.4447512,0.07014933,0.04758003,0.2201976,312.3886935,-0.76200108,OSC Host,147,0.09391,0.095,0,19.176568,0.11374,-1.123374,0.12998,-0.085483,0.025315,10.016,0.37,54372.95021,0.157066,0.001639,0.000632,0.000163,2,-47.612259,-0.761723,-0.001064,2.40E+09,0.00E+00,3.67E+01,9.40E-02,12000
148,SDSS2102,SN2005fn,"SN2005fn, SDSS-II SN 2102",SDSS J04853.04+001129.8,"20:48:53.05,20:48:53.1,20:48:53.04,20:48:53.050","+00:11:28.0,+00:11:28,+00:11:28.1,+00:11:28.086,+00:11:27.791,+00:11:28.00,+00:11:28.02","20:48:53.04,20:48:53,20:48:53.00","+00:11:29.85,+00:11:28,+00:11:28.0",22.22365676,20.29808094,20.231897,20.09886612,20.00183672,0.5938677,0.03612362,0.05299389,0.06606645,0.2761157,312.2210366,0.191625671,OSC Host,148,0.09401,0.0951,0,18.639465,0.112725,1.271886,0.195787,-0.11082,0.021591,8.774,0.1415,53620.19079,0.503312,-0.001607,0.000494,-0.000756,2,-47.779053,0.191135,-0.001065,2.40E+09,4.88E-01,4.41E+01,9.40E-02,9000
149,sn2002ha,SN2002ha,SN2002ha,NGC 6962,"20:47:18.58,20:47:18.48,20:47:18.581","+00:18:45.6,+00:18:45.7,+00:18:45.61","20:47:18.96,20:47:19,20:47:19.10","+00:19:14.9,+00:19:15,+00:19:15.0",14.41846774,12.28308373,11.44455945,10.99947025,10.84488103,0.007521326,0.001568478,0.001472301,0.001464278,0.00182667,311.8295461,0.320811402,OSC Host,149,0.013652,0.014046,0,14.685508,0.157774,-1.295292,0.070581,-0.092539,0.022754,11.114,0.1535,52581.35537,0.105603,0.000317,0.000439,1.00E-05,3,311.82747,0.3126,-0.008525,3.53E+11,0.00E+00,4.78E+03,1.40E-02,12000
150,SDSS6315,SN2005ix,"SN2005ix, SDSS-II SN 6315",SDSS J04155.82+010530.7,"20:41:55.88,20:41:55.9,20:41:55.92,20:41:55.879","+01:05:31.3,+01:05:31,+01:05:31.2,+01:05:30.876,+01:05:31.20","20:41:55.92,20:41:55,20:41:55.00","+01:05:30.768,+01:05:31,+01:05:31.0",25.49388056,22.83445583,21.68296289,21.82783945,20.65944117,1.039372,0.4277635,0.1438733,0.2176167,0.2717215,310.4826354,1.091886581,OSC Host,150,0.26576,0.267,0,20.925675,0.114629,-0.091383,0.362529,-0.194032,0.03719,9.785,0.43,53676.66365,0.331849,0.004723,0.000761,0.00159,2,-49.517178,1.091998,-0.000372,1.02E+10,0.00E+00,4.58E+00,2.66E-01,7000
151,SDSS7779,SN2005jw,"SN2005jw, SDSS-II SN 7779",SDSS J04019.15-000022.8,"20:40:19.25,20:40:19.2,20:40:19.250","-00:00:25.9,-00:00:26,-00:00:25.812,-00:00:26.028,-00:00:25.8408,-00:00:26.0352,-00:00:25.8,-00:00:25.81","20:40:19.2,20:40:19,20:40:19.00","-00:00:22.8639,-00:00:25,-00:00:25.0",24.41351442,22.05062769,20.52592845,19.68780426,19.12882499,1.475128,0.1584161,0.05269512,0.03507901,0.08029129,310.0798327,-0.00635476,OSC Host,151,0.37986,0.3812,0,21.922589,0.118539,1.316854,0.633038,-0.10254,0.042774,11.183,0.27,53675.69301,0.59958,0.016609,0.000672,0.00646,2,-49.919785,-0.007178,-0.000367,1.53E+11,0.00E+00,6.25E+00,3.80E-01,9000
