,JLA_name,zcmb,mb,x1,color,3rdvar
410,SDSS20345,0.26357,21.267444,-1.685348,-0.11052,5.0
411,SDSS18940,0.21861,20.966724,-0.943963,-0.048746,10.15
412,SDSS12881,0.2316,21.098958,0.772132,0.03483,9.324
413,SDSS18945,0.26856,21.597167,0.138984,-0.048331,5.0
414,SDSS20039,0.24558,21.379054,0.725208,0.060682,11.334
415,sn2006ej,0.02039,15.743711,-1.005031,-0.031248,10.413839
416,SDSS17220,0.17066,20.55707,1.820322,0.150278,10.466
417,SDSS16213,0.24857,21.127943,0.279927,-0.096848,5.0
418,SDSS18325,0.25356,21.278008,0.392895,-0.055306,11.019
419,SDSS19658,0.19863,20.711318,-0.007405,-0.084476,9.139
420,SDSS17240,0.07153,18.172291,-1.466919,-0.121433,10.813
421,SDSS16073,0.14468,20.257201,0.723179,-0.006892,9.779
422,SDSS19101,0.18563,20.773682,-0.170077,0.045482,5.0
423,SDSS12972,0.25655,21.306745,0.115968,-0.080959,8.871
424,SDSS14331,0.2126,21.246133,0.141351,0.014187,9.741
425,SDSS8719,0.11651,19.419454,-0.020801,-0.066413,9.011
426,SDSS14846,0.22328,20.941812,0.633837,-0.044898,10.904
427,SDSS21510,0.14839,19.741298,-0.84545,-0.155197,10.821
428,SDSS13152,0.2056,20.662469,0.25867,0.007696,9.363
429,SDSS14397,0.36941,22.210028,-1.192797,-0.220851,10.479
430,SDSS2330,0.21179,21.774529,-1.880375,0.04511,9.752
431,SDSS15354,0.22068,21.520886,-2.264612,0.085193,10.5
432,SDSS11300,0.14547,20.28342,-1.607355,0.075146,9.291
433,SDSS17464,0.24555,21.091966,0.08144,0.052687,8.864
434,SDSS13136,0.36441,22.299562,0.65981,-0.101528,11.25
435,SDSS13835,0.24625,21.07527,0.624852,-0.078392,10.462
436,SDSS20625,0.10667,19.481026,-0.106927,-0.00435,10.509
437,SDSS12781,0.08304,19.38627,-1.832076,0.036206,10.955
438,SDSS19604,0.29448,22.400726,1.173093,0.172962,10.19
439,SDSS15229,0.22256,21.024295,0.685016,-0.032572,8.926
440,SDSS7475,0.32045,21.537605,0.6771,-0.169811,8.949
441,SDSS7473,0.21457,20.88535,-0.182983,-0.098014,8.474
442,SDSS13689,0.25012,20.967243,1.161118,-0.147913,10.449
443,SDSS5550,0.15473,19.866725,1.89306,-0.048817,8.939
444,SDSS18323,0.15363,20.240999,0.15976,-0.043411,9.261
445,SDSS11206,0.38026,22.200281,-1.510288,-0.205532,10.689
446,SDSS6249,0.29287,21.783514,0.575567,0.03144,9.603
447,SDSS5549,0.11967,19.648787,0.253433,0.005345,8.749
448,SDSS16072,0.27549,21.533317,0.275684,-0.016258,10.64
449,SDSS18721,0.39135,22.096499,0.144953,-0.134777,11.14
450,SDSS17253,0.15463,19.970376,-0.196987,-0.122244,10.642
451,SDSS17745,0.05874,17.862299,1.071379,-0.050084,8.744
452,SDSS15222,0.19801,20.948974,-1.339491,0.011075,11.26
453,SDSS14481,0.25351,21.384596,-1.039765,-0.171954,10.917
454,SDSS6108,0.258,21.525113,0.45467,0.03553,9.208
455,SDSS17208,0.13864,19.983006,0.836869,-0.068099,8.2
456,sn2006sr,0.024159,16.150168,-1.290353,-0.001752,10.589
457,SDSS722,0.08522,18.716573,-0.471485,-0.087112,10.83
458,SDSS15756,0.37835,22.421908,-0.960604,-0.250149,11.371
